parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group
response amplitude - pp1,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.3045060547686615,0.44451935957999233,0.09946034919966726,0.023846208967404667,2.265886878347599,0.4444666002704852,0.10455650612206914,0.021708170132655153,0.03861917642784885,0.018883397846291932,0.04085885549569335,-0.00509615699197076,0.017843035967341884,0.775180534390981,0.76433762,0.657409064960296,0.045694586690854806,0.9324418248144271,Hearing,response amplitude
response amplitude - pp1_s,Acoustic Startle and Pre-pulse Inhibition (PPI),8616,8635,4.678395897322594,0.510233384797425,0.08281306463658775,0.024087955367142616,4.892358775736178,0.5102230047584374,0.08177182364005164,0.02326855587146672,-0.2139628782650516,0.01557761709333223,1.1472652689812725e-42,0.0010412407374784068,0.014376935161632827,0.9422651654296884,0.56597827,0.5541509274869,0.08007141794440452,0.967099187499212,Hearing,response amplitude
response amplitude - pp2,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.6231829955716632,0.4848737536322053,0.06381196858442374,0.01363919220531483,2.5797053714852867,0.4848763651885656,0.07006071214266196,0.013232088686988388,0.04347762405940886,0.010877454600293523,6.445157666601141e-5,-0.0062487435203621615,0.010118126790922227,0.5368623711723919,0.38362855,0.41440211975275293,0.026143635486287897,0.9808114664612563,Hearing,response amplitude
response amplitude - pp2_s,Acoustic Startle and Pre-pulse Inhibition (PPI),8616,8635,4.218184724774345,0.5120598351188318,0.08709214447471256,0.02472180387814849,4.41635253188901,0.5120489429313895,0.08838311118262528,0.023689303280918117,-0.19816780720408061,0.01729000275491932,2.7748146461188796e-30,-0.0012909671810391492,0.01598256036550948,0.9356231946012651,0.62649438,0.6146386536965229,0.07843889930454097,0.9599207849988433,Hearing,response amplitude
response amplitude - pp3,Acoustic Startle and Pre-pulse Inhibition (PPI),8690,8697,2.8506886753525826,0.5065467608838209,0.03730357424397784,0.016047254337982063,2.834272154251623,0.5065473083173075,0.06351617728946433,0.015531676565065924,0.016416521071775474,0.011766264304851521,0.16297068282228863,-0.026212602948145057,0.010905626741751065,0.016247451114625597,0.41552435,0.4366570600055485,0.021571344463421453,0.9798751165942312,Hearing,response amplitude
response amplitude - pp3_s,Acoustic Startle and Pre-pulse Inhibition (PPI),8616,8635,3.9181292929442093,0.5222213365696791,0.09743231991247067,0.020502882732875125,4.07094588636818,0.5222137577367135,0.090016034983131,0.019423747106673907,-0.1528165934237728,0.01729952153218582,1.1274350830698152e-18,0.007416284928885786,0.015979033550856475,0.6425643725557336,0.62403145,0.6272934149966543,0.06965697672727757,0.9612607425650594,Hearing,response amplitude
response amplitude - pp4,Acoustic Startle and Pre-pulse Inhibition (PPI),4200,4253,2.5348942378869896,0.8114546009638985,-0.004015627840878267,0.019172222917466876,2.5640063639537747,0.8114470772832433,0.009198713873750996,0.01899563249207819,-0.029112126059421692,0.015350345525451139,0.057931662729833105,-0.013214341704974769,0.014210156613436418,0.352442016324632,0.37281963,0.40776119981531866,0.006367012098326655,0.989583847036732,Hearing,response amplitude
response amplitude - pp4_s,Acoustic Startle and Pre-pulse Inhibition (PPI),4200,4253,3.1334001619099126,0.8047999527682345,0.07182548959448985,0.0337455258983652,3.305820659039987,0.8047808171757853,0.06232911546014288,0.03327327572422538,-0.1724204950370543,0.021557820766764265,1.4590625055528515e-15,0.009496372787166855,0.020350724999165116,0.640774517766206,0.52424268,0.5560284533023904,0.051730697295402646,0.9803903802915358,Hearing,response amplitude
response amplitude - s,Acoustic Startle and Pre-pulse Inhibition (PPI),8619,8637,4.9782721443624744,0.4964214626109966,0.06796866352528341,0.020210236003466282,5.194661707550589,0.49640595977361307,0.07110684806059267,0.019192512503499445,-0.21638956313405977,0.014189183646275888,4.1156368302791584e-52,-0.003138184587164443,0.01316178195692592,0.8115497035889279,0.530269721,0.4947192465686435,0.07790226596842491,0.9707076885186805,Hearing,response amplitude
aortic diameter (dao),Echo,1266,1225,0.2325749861237103,0.0034406377959428037,0.030589692823105724,0.005102546283841081,0.22781774123395357,0.0033871844679414665,0.03846526300362986,0.004852801424436893,0.0047572448901377976,0.004281371502762763,0.2666333761121839,-0.007875570180521776,0.004114454900189371,0.05574273754466399,0.060329207,0.06382607322415575,0.4390951905811508,0.573111202359606,Heart,aortic diameter (dao)
cardiac output,Echo,2963,1965,2.7693275006815017,0.07229689674151005,0.07826714714165267,0.009350598792680999,2.7387835368873765,0.0725407446449912,0.07652105155860844,0.009735293884173858,0.03054396380464064,0.0111757984075287,0.006302460209152868,0.00174609558675173,0.009684648023632832,0.8569298548438797,0.2034887685,0.21207900770553698,0.244964232493998,0.6555221592082195,Heart,cardiac output
cv,Electrocardiogram (ECG),4301,4295,0.6568179289688562,0.2060366417152609,-0.024841316572413372,0.04237039514147685,0.35255074524411095,0.20637575071528463,0.03228037544275893,0.03908230802519229,0.30426718372485134,0.02831966944601685,9.922600086745104e-27,-0.05712169201466652,0.026466689043215898,0.03094039285353021,0.76117373,0.767670339210141,0.15274826310919642,0.6338991378912042,Heart,cv
ejection fraction,Echo,3128,2139,4.116213939602913,0.17207013880410046,-0.006569680526747057,0.005237673453551353,4.110281888609991,0.17209034528842754,-0.014631905158334414,0.004976529434142074,0.005932051025811091,0.0062244612802047445,0.3406326780933453,0.008062224643264743,0.005484255424111574,0.1416172174801663,0.127240028,0.1111662284494241,0.0406570570290407,0.9314174310772323,Heart,ejection fraction
end-diastolic diameter,Echo,1558,563,1.4039106924465736,0.01305304403187882,0.02761039875079064,0.005267945499286113,1.3976735690244015,0.014121795900541738,0.03797265735202353,0.00638677638435708,0.006237123422819592,0.006732496197732242,0.3543598547858757,-0.010362258601364046,0.004676721318854481,0.026844345594229393,0.052536454,0.07182762891328777,0.4135462525736692,0.632695846733576,Heart,end-diastolic diameter
end-systolic diameter,Echo,1558,563,1.0969225988930822,0.04769134411510266,0.02777403476986755,0.007344122934441067,1.0944721992518651,0.04861973506952735,0.046027176704580765,0.009659331422745809,0.002450399641180269,0.011943240622176719,0.8374637202278956,-0.01825314193480565,0.008460552219131367,0.03111204287749625,0.09944026,0.1271814906971134,0.2546420581008697,0.6666900724793341,Heart,end-systolic diameter
fractional shortening,Echo,3151,2163,3.5119504129689676,0.2464775918376855,-0.01172086724242816,0.005829523914485329,3.50762571532269,0.24650622729481145,-0.0194246141353481,0.005597991585885589,0.004324697665670234,0.008405511425457615,0.606923651932881,0.007703746895056291,0.0073359749361408925,0.293715932572732,0.1690823089,0.15651123833948688,0.0374654587162251,0.9354674046601018,Heart,fractional shortening
heart weight,Heart Weight,9886,9813,4.813879792637707,0.029250684940648516,0.07981392906363399,0.007346902067255525,4.868865297745692,0.029260916461626523,0.10262466355487891,0.007397084625517349,-0.05498550505853871,0.002820090370098453,9.610865481017276e-84,-0.022810733984267185,0.002609639277185835,2.525934627202159e-18,0.11159261,0.12415892077838356,0.5407043138341916,0.8247244901326434,Heart,heart weight
heart weight normalised against body weight,Heart Weight,7967,7890,1.5458659419876895,0.03178701902889982,-0.07770594296515512,0.008089063982761595,1.5989216722912678,0.03180148973972838,-0.05654383021564842,0.008137147213655736,-0.053055729314018855,0.003182717949203099,9.073278461477795e-62,-0.021162111173348,0.002946094367227996,7.174286153945329e-13,0.11522686,0.12894840291783521,0.27847130791011593,0.7701360195859362,Heart,heart weight
heart weight normalised against tibia length,Heart Weight,139,129,-0.3438547951871868,0.0035320184729476403,-0.10975159432049637,0.003575472526437113,-0.3539313810112708,0.0034499662628146763,-0.11453967943518517,0.003371326223420233,0.010076585823977448,0.0033262550237734773,0.0033734227195879943,0.0047880851146368366,0.0034046175628366163,0.16380565297590569,0.015422835,0.014223640971062077,0.988175512814606,0.9924101813706472,Heart,heart weight
hr,Echo,9526,8437,6.41572594375964,0.08901165866357309,1.2349849794414625e-4,0.002275708337272637,6.422470284119998,0.08901338914629185,0.0030214616997330545,0.002114613933317748,-0.006744340383745936,0.0020664498128742334,0.0011020035623722415,-0.0028979631790472193,0.001893521259040265,0.12592334609309785,0.0818650265,0.0752685008829228,0.016798064152892186,0.959873508881491,Heart,hr
hrv,Electrocardiogram (ECG),3950,3937,2.8101111677827237,0.18977507613002248,-0.03265263212277267,0.04507262289179034,2.512001039395235,0.18983510950755547,0.021112129211112923,0.04295428911142579,0.2981101284995715,0.02858103425253021,2.781925172208025e-25,-0.053764761337216166,0.026957052673397625,0.04614126989061452,0.74064155,0.7557050894117505,0.1666197190839356,0.5888710065320165,Heart,hrv
lvawd,Echo,1731,747,-0.2209667319583679,0.09039910796132487,0.02591426856774419,0.0111833102480427,-0.24951918847078872,0.09062344698017957,0.04289027814187143,0.011662035128665451,0.028552456515886084,0.010020822259630708,0.004427778659144299,-0.016976009571901377,0.00757959968167825,0.025223860052902378,0.1174324,0.11317776884666332,0.14777180229897854,0.7749341590900702,Heart,lvawd
lvaws,Echo,1708,723,0.13528147755455797,0.10015147022993404,0.031458803269949535,0.009568642366312914,0.10022349888110545,0.1004100260624456,0.027639498749544376,0.010520049406599468,0.03505797867224428,0.010984908508240378,0.0014388039661072925,0.0038193045216697954,0.008271193115228405,0.644306804985354,0.12001248,0.12347877074727763,0.10837615947265866,0.8000757112594608,Heart,lvaws
lvidd,Echo,3150,2163,1.2531180051240185,0.1458366594043635,0.036294990104565286,0.004062361137484762,1.2400573970519777,0.14586357659592072,0.03499785024891066,0.004386495524975888,0.013060608069209535,0.005317615451708866,0.014084455194954156,0.001297139850260384,0.0046501424765195065,0.7802994376124496,0.095922514,0.1098988287896246,0.11169029687720758,0.9317424395671786,Heart,lvidd
lvids,Echo,3150,2163,0.8063440942344444,0.2937832814027146,0.04394342987814009,0.009321101723935956,0.7965278468532532,0.2938267951876949,0.048084863648696526,0.009721617924816926,0.0098162473765945,0.010134441171810364,0.3327977402273963,-0.004141433779779348,0.008846219434716746,0.6396948207713737,0.185511512,0.20481991478436895,0.07691882855286744,0.9375978090675972,Heart,lvids
lvpwd,Echo,3150,2163,-0.41860859824698626,0.10845513277634723,0.018933824694669803,0.009915431422977121,-0.4251414775161724,0.10845604915281468,0.030048068551133008,0.009908928369097424,0.006532879271385205,0.004532942584795135,0.1496006165251892,-0.011114243858288072,0.003913894814386573,0.004536891105580813,0.08684708,0.0805153786573801,0.10393648513741514,0.9244020528985966,Heart,lvpwd
lvpws,Echo,3127,2139,-0.21014003318174398,0.20084304550941812,0.022142523583534402,0.008040378920470884,-0.22009920486218676,0.20084076666813563,0.024080792507235688,0.007909580640036657,0.009959171680284512,0.004988730238916893,0.04596100171542485,-0.0019382689231001182,0.004369018790466546,0.6573257955963241,0.10083331,0.084972766462351,0.053397820473514636,0.9667716877883317,Heart,lvpws
mean r amplitude,Electrocardiogram (ECG),4456,4380,-0.4806963539126939,0.14662578431503104,0.05275623864972346,0.024680972125492116,-0.6699178357732591,0.14681763552740432,0.08022563675250807,0.023473262564925355,0.18922149196765697,0.021592474393045243,2.303226853209219e-18,-0.027469396863948958,0.019319372125361032,0.15510795876580286,0.54555845,0.577255557906549,0.08345680730712608,0.7160057193159187,Heart,mean r amplitude
mean sr amplitude,Electrocardiogram (ECG),3946,3935,-0.2165069692047502,0.12243085158909821,0.029619264417408007,0.019871635549767338,-0.3902844160644803,0.12255193378765258,0.05015233303884456,0.0186127097689634,0.17377744680436638,0.02247816640366566,1.2201990840577963e-14,-0.020533068545319326,0.019590436921650613,0.2946216473649636,0.5257787737,0.5665265921947452,0.08654871570249417,0.6896955648414719,Heart,mean sr amplitude
pnn5(6>ms),Electrocardiogram (ECG),2978,2907,-1.090756467156071,0.6195758938907807,-0.09822299746943541,0.1962649829883985,-2.1089456547670093,0.6199069218733075,-0.007908799831322904,0.1802203160028378,1.0181891865386186,0.12710092149378346,1.4050818726334818e-15,-0.0903141974892913,0.12068726108473056,0.45429474350300525,3.0599184,2.741975425090432,0.16165771732926806,0.5243886906846524,Heart,pnn5(6>ms)
pq,Electrocardiogram (ECG),3950,3937,3.0043413543170088,0.027796520251568833,-0.015037843044172928,0.007067197030307088,3.0091920551028153,0.027794243715544176,-2.3639945605650244e-4,0.006573239609233358,-0.004850700787904566,0.00525967197017994,0.3564337205958903,-0.014801443589651951,0.004986421103029203,0.0030043658287151557,0.147710871,0.13671423127914706,0.04810198663198782,0.3979820242081223,Heart,pq
pr,Electrocardiogram (ECG),6377,6275,3.4535075159737416,0.076348452617813,-0.0031196734407554997,0.004229600205463429,3.4414141296462897,0.07635338271623757,0.0021404192674240735,0.004002749797020136,0.012093386330708255,0.003142092947759358,1.1937183033004636e-4,-0.005260092708972699,0.0028876696077631365,0.06854810218314163,0.109153791,0.1046189077426557,0.030523154752651712,0.8697262125531541,Heart,pr
qrs,Electrocardiogram (ECG),6327,6274,2.349959557073759,0.0469512304752985,0.0016916543207270017,0.0027139728719518916,2.3359516451404563,0.04696077391208003,0.0042147694693670905,0.0025517088769890024,0.014007911901711106,0.0026055385731519314,7.767541121797634e-8,-0.0025231151438687635,0.0023918442975657673,0.29150285210917437,0.083478648,0.08762321228651135,0.03586662410649087,0.8258385963376188,Heart,qrs
qtc,Electrocardiogram (ECG),5179,5078,4.112650664951808,0.1553598898783586,-0.0016851242142399048,0.0029901640691338957,4.106002062679955,0.15536534897453735,0.005112181997900017,0.0027795433799781034,0.0066486023341906925,0.00249429355021378,0.007700694429663872,-0.006797306225470674,0.0021745172831758347,0.0017783716191797497,0.066869918,0.06733061887063524,0.008573687601319702,0.985706527217523,Heart,qtc
qtc dispersion,Electrocardiogram (ECG),4457,4382,2.641090189898785,0.48479006791028006,-0.002470625991003337,0.01516132335430723,2.6630827085720314,0.48480294085256953,-0.024237447841004265,0.012986867583932435,-0.02199251869738374,0.015965890672298626,0.16840720343994567,0.021766822024604417,0.015181939810497577,0.1516894242890857,0.48647076,0.45372456698327157,0.011632657643335018,0.9022593238298632,Heart,qtc dispersion
respiration rate,Echo,2282,1568,5.051314607627162,0.31086129853867633,0.025418290060318247,0.011691308197390504,5.043952484504637,0.31091703137847454,0.04307194527418724,0.008787170125633978,0.007362123108551309,0.01518057803631947,0.6277315417938135,-0.017653655191414066,0.013743940943563506,0.19907293466032244,0.3080600016,0.211132783166521,0.059281619430015364,0.8597572792701881,Heart,respiration rate
rmssd,Electrocardiogram (ECG),3950,3937,0.38062809299886113,0.16866207990947257,-0.05202663195026352,0.06288726437877902,0.17480072354644266,0.16872486409585077,0.008469313936508703,0.0614649716672245,0.20582736954247197,0.02745609453536378,7.372412953456679e-14,-0.06049594472686197,0.025445180290360442,0.017457603053395845,0.7102867,0.7247517027208499,0.13885628553412727,0.5699882648280684,Heart,rmssd
rr,Electrocardiogram (ECG),6377,6275,4.481169516904636,0.09322042899850408,0.0016065654521519783,0.0016594393237005197,4.46858095255257,0.09322184819855883,0.0023272996859753496,0.0015248853625459342,0.012588564438313953,0.0015313309220987097,2.25727044261726e-16,-7.207342760918184e-4,0.0014169298774582562,0.6110016673590866,0.0516971878,0.05058828903645703,0.021755599596308926,0.9759932644527773,Heart,rr
st,Electrocardiogram (ECG),5499,5491,3.1626430421076197,0.265984373319209,0.0071010208944473656,0.0058709125458397534,3.1461556320666824,0.26598608044982675,0.01342718942140442,0.0056415257438631175,0.01648741003082577,0.003481398729462187,2.213723021830746e-6,-0.006326168564557244,0.0030946362518882256,0.04095841686638886,0.1005646039,0.09868682796750632,0.01383765282643808,0.9850792716487965,Heart,st
stroke volume,Echo,2964,1965,3.4506062349731637,0.17521462190580203,0.07889592782164315,0.008861242101530267,3.424699587579933,0.1753205413088767,0.0649558635793643,0.009506572377411288,0.025906647395084016,0.011179675396015668,0.020537145770389027,0.01394006417291795,0.009739220165189064,0.15241214409753992,0.1978520249,0.2142275065066459,0.165048765678725,0.8447501642973794,Heart,stroke volume
basophil cell count,Hematology,4440,4413,-3.3640277372031044,0.16373865361805845,0.01618010672946841,0.016081961789975042,-3.253264858358315,0.16374043462265445,0.04636249761682547,0.01619150800971349,-0.11076287884481838,0.015189821930922626,3.361669280335863e-13,-0.03018239088734701,0.013725258402868971,0.02790490318841658,0.39185416,0.39304652189844336,0.0991371686809376,0.8784941819729993,Hematology,basophil count
basophil differential count,Hematology,4577,4518,-1.1039557814817793,0.2630234954184123,0.010669828039869099,0.02504487025218905,-1.1167901858642966,0.26298468197731595,0.020934656638958125,0.02452194453794123,0.012834404381952722,0.027114881505924806,0.6359878743534055,-0.01026482859035738,0.024549720017438978,0.6758678887822779,0.75302386,0.7011096744719726,0.009389894968260336,0.8410308042907897,Hematology,basophil count
eosinophil cell count,Hematology,4465,4431,-2.066409532378108,0.2048268434187561,0.006681064799361367,0.018120271036394627,-1.8596275496325794,0.2048307480545867,0.004141125090681133,0.018289495067645094,-0.20678198274557003,0.01701119703180396,1.0894502371349239e-33,0.0025399397086035857,0.015429251790479942,0.8692486256599327,0.44119116,0.44406938059423373,0.10771847511843914,0.8957366087005485,Hematology,eosinophils
eosinophil differential count,Hematology,4618,4555,0.541142418258407,0.2662662788992789,-0.021111456526067756,0.01981105072320238,0.5647193578962494,0.2662407633397762,-0.01637083204893247,0.01939323477421185,-0.023576939636134994,0.022722136883640554,0.2994788675179526,-0.0047406244700449966,0.020316473728571243,0.8155042724084147,0.6191434,0.5814515520599147,0.010268533835947335,0.8866883865333548,Hematology,eosinophils
eosinophils,Immunophenotyping,1050,1048,7.118960216073291,0.22440711027463708,-0.019757930909302,0.03530260594977225,7.075165272228238,0.22432112699382495,0.014962088971954522,0.03621246397060547,0.04379494376361608,0.031860341916929935,0.16944046911010072,-0.03472001993286794,0.029487786937509215,0.23918680185120392,0.3697442614917354,0.44692563,0.02937702949430237,0.890975625020691,Hematology,eosinophils
hematocrit,Hematology,9685,9560,3.899158320971987,0.01554340818720322,9.912131329002649e-7,0.002388532975252425,3.9118801004570027,0.015548009501353812,1.4318869078780167e-4,0.002429067241289681,-0.012721779484366365,0.0014172577645402823,3.088653950095053e-19,-1.4219748484520765e-4,0.001312083907834001,0.9136992845692145,0.0523562196,0.057288680975539345,0.049908114016719275,0.9055226853864362,Hematology,hematocrit
hemoglobin,Hematology,9686,9560,2.6820844991920056,0.012598067415080998,-9.041233153552218e-4,0.0026678251938499534,2.6829120615233717,0.012612760666978745,-0.0011795289694188867,0.00275880484412857,-8.275623312069324e-4,0.0013941837061183704,0.5527996968217306,2.754056558039409e-4,0.001292609910932593,0.8312814194448314,0.0456594846,0.062082443197135954,0.0023932373709082693,0.8825098949954979,Hematology,hemoglobin
large unstained cell (luc) count,Hematology,3288,3286,-3.0144436361575675,0.0805921833137874,0.008013237774669077,0.019666626495475004,-2.714376445347106,0.08068352346547226,0.05689287654269647,0.01880579282688186,-0.3000671908105619,0.018749521794616232,1.7743433495865877e-56,-0.04887963876818094,0.017017970703942818,0.004090155862041266,0.41033485,0.41203483146920034,0.28319092100827564,0.7480677178553822,Hematology,luc
large unstained cell (luc) differential count,Hematology,3290,3285,-0.27777836912394593,0.07076229793354198,0.02256402295230616,0.012921357434351514,-0.21660732059219995,0.07084358958388967,0.0466264921105145,0.012358659466314238,-0.06117104853330382,0.014263439145509777,1.825913175652442e-5,-0.02406246916158507,0.012693761895237831,0.058059442943532436,0.30644547,0.3168942241319296,0.12240380713845045,0.7812543203182967,Hematology,luc
lymphocyte cell count,Hematology,4465,4431,1.6289973362637051,0.05019350477774692,0.017607686662037367,0.013968362411190245,1.8458866656499906,0.05014811422589997,0.009670006957918134,0.01382049958177872,-0.21688932938493846,0.010393515014266998,4.1159173145069593e-94,0.007937679706848017,0.009512074070587602,0.4040338644827123,0.27407934,0.25642426656004585,0.28774351654010644,0.7641180343382356,Hematology,lymphocytes
lymphocyte differential count,Hematology,4719,4654,4.42537124578455,0.00983559884880622,0.0029168362434220945,0.0028576346342605815,4.409711492101882,0.009982178923882774,-0.006633704514016373,0.003422134214078065,0.015659753677885666,0.002748271922378828,1.2547356475894176e-8,0.009550540755372794,0.002541888074250441,1.7299758587154996e-4,0.048745951,0.09544451116669729,0.09627429646264146,0.6854129586090246,Hematology,lymphocytes
mean cell hemoglobin concentration,Hematology,9674,9555,3.388861850894158,0.010481487634602781,1.2008281595913425e-4,6.329208833382441e-4,3.377075422550544,0.010487824361556753,-1.6325943741567775e-4,7.529425258332963e-4,0.011786428430544015,7.907148415274963e-4,6.266528847678943e-50,2.833423197544466e-4,7.134033549269056e-4,0.6912472301735016,0.0248615281,0.036338687086735835,0.0613674852076034,0.9469458106088162,Hematology,hemoglobin
mean cell volume,Hematology,9703,9574,3.888088970785499,0.00954800703268106,9.525242443490396e-4,6.566043566096761e-4,3.87895875627017,0.009548485083271621,0.002700500926619972,6.661547701929674e-4,0.009130214515915962,4.839039114560718e-4,1.3478284886312107e-78,-0.0017479766997321416,4.4625976460480846e-4,9.00295481025005e-5,0.0183402545,0.018992137488607883,0.05607273486542083,0.9574027715475558,Hematology,mean cell volume
mean corpuscular hemoglobin,Hematology,9654,9537,2.6779685295752023,0.0083360734679349,0.0011157385453440126,6.203512394047121e-4,2.6571607440453344,0.008344347044349595,0.0023207620422600926,7.445868275602403e-4,0.020807785238993775,8.112908125782206e-4,2.422856551960968e-142,-0.001205023891552756,7.253605092021981e-4,0.09667671279125378,0.02567778,0.037376966451098004,0.10637548108860342,0.9303021422938486,Hematology,hemoglobin
mean platelet volume,Hematology,7512,7457,1.8609899982038078,0.05023398280570581,0.0014641963911367567,0.001594335137332811,1.8452386620115697,0.05023415788161633,0.0039025224142253748,0.0016607055994234618,0.015751336212920426,0.0013285787498709544,2.936877332098399e-32,-0.002438326094170446,0.001272651582254557,0.0553942888905702,0.045049298,0.045372600069307406,0.025187995671861526,0.9828455193394797,Hematology,mean platelet volume
monocyte cell count,Hematology,4467,4431,-2.0625363584289795,0.08488468208683254,0.07620342587164866,0.020230374119234694,-1.9076883421438986,0.08487584048302059,0.09417270503469033,0.02024907395495219,-0.1548480162845429,0.015685435574422042,7.517970606405608e-23,-0.017969279162651394,0.01430627872719689,0.20913909305364442,0.4046603,0.40133404690219415,0.24092511070711087,0.7631789246035576,Hematology,monocytes
monocyte differential count,Hematology,4720,4654,0.7552199127941666,0.06925511800017768,0.05866108694497007,0.012315334289232868,0.6842845767548758,0.0692486287137101,0.06980531075741664,0.01223742072547279,0.07093533603878048,0.011327248412431929,3.9866443631635895e-10,-0.011144223812241276,0.010290699098471351,0.2788669305132895,0.301087,0.2924414761331041,0.09961981614262537,0.776094775156349,Hematology,monocytes
monocytes,Immunophenotyping,1009,1012,7.95604602943396,0.13773567428498365,-0.03399081105780981,0.027931903042904372,8.026517435301118,0.13764460355464989,0.10095847681656582,0.028881649639823752,-0.0704714058773117,0.031121096198434922,0.023678903398954846,-0.13494928785264013,0.028474888975176926,2.331930592726943e-6,0.3588980419372602,0.42706304,0.10572763185420088,0.8496586271130353,Hematology,monocytes
neutrophil cell count,Hematology,4466,4428,-0.48185587206783015,0.08939210188672224,0.0026586451814357977,0.018226494897250308,-0.21561825072232185,0.08953170635680192,0.04874074518816362,0.019186033097266093,-0.26623762134640117,0.0139615054818462,3.001756176089758e-79,-0.046082100003744374,0.0127771923404278,3.1221433692796453e-4,0.31567138,0.39809267193252507,0.2567780777733327,0.8019628982509464,Hematology,neutrophils
neutrophil differential count,Hematology,4655,4610,2.2834608545721524,0.06379933460611917,-0.012926185344911812,0.01590270708590511,2.3268470172200715,0.06393894513892112,0.03363961132481801,0.016623864104916345,-0.043386162648140734,0.01067187062764803,4.839787451428406e-5,-0.0465657966684488,0.009776443322245669,1.940535126305997e-6,0.23482893,0.31200594376480745,0.07308311404454323,0.8078653877838081,Hematology,neutrophils
platelet count,Hematology,9637,9528,6.900453374026422,0.03676644723444421,0.010110693965039589,0.004742676371399474,7.084548431803866,0.036783179577201154,-0.005197166205202235,0.004895241413314083,-0.18409505778047466,0.004360440348748429,0,0.015307860159085931,0.004008765033243419,1.346952791444705e-4,0.1638227,0.1771764914476666,0.2880756474887782,0.8519962943046827,Hematology,platelet count
red blood cell count,Hematology,9689,9572,2.3133983762810617,0.011067697077692453,-0.001051672987419442,0.0026314713449571638,2.3353802963585184,0.011078005071675818,-0.002884960255878627,0.002689931203803262,-0.021981920071511618,0.0014174388118356317,7.186925056380395e-54,0.0018332872782512695,0.0013142007394826175,0.1630394224124347,0.0503148293,0.059502137411442765,0.08688563791265504,0.8739073814890602,Hematology,red blood cell count
red blood cell distribution width,Hematology,7553,7496,2.6256197030099857,0.0394497149306463,-0.005070792251469277,0.002371752913201923,2.6449207596403372,0.03945265877410895,0.0037771650100339327,0.0024542369432073567,-0.01930105662875303,0.0011062488372017385,2.0649340616383983e-67,-0.0088479572648518,0.0010619946020684727,8.770810947234113e-17,0.032793609,0.042944397277518545,0.05237969936630011,0.9791210932555642,Hematology,red blood cell distribution width
white blood cell count,Hematology,9368,9229,1.7920072893931662,0.04638965862788455,0.00858346384915116,0.009653766303767367,2.0436527756833565,0.04638494388250013,6.567993425329363e-4,0.009631047157766554,-0.2516454863999749,0.006425757208251223,1.17e-320,0.007926664623535274,0.005996976175877534,0.1862610285299597,0.25821478,0.2455713858350569,0.31467623764116753,0.7889187431881879,Hematology,white blood cell count
b cell total,FACS,293,288,11.919502650149935,0.06058208276138166,0.015836643531311687,0.031127222543784517,11.781304802953487,0.07243190428545425,0.07455280041146274,0.05214540348430285,0.13819784719666484,0.06242832074332019,0.027310782313809852,-0.05871615688002396,0.05949779835106831,0.32419899773785277,0.2884615,0.526126304291116,0.07923061474973168,0.7545950510763598,Immunology,B cells
b cells,Immunophenotyping,751,754,12.200722408940122,0.18186360710265073,0.01680793024174995,0.016705625220621516,12.217267738197481,0.1818417836564187,-0.0021695607475645164,0.015885526159106354,-0.01654532922914398,0.022308901042637944,0.4584478331741777,0.018977490988616622,0.018970492711043684,0.3173357244806798,0.22819135289748282,0.2651172,0.025536322298405936,0.9140165837579561,Immunology,B cells
b1 total,FACS,293,288,9.074512899994525,0.08032976849508508,0.03995072570407195,0.03481064042295168,8.773564443193512,0.08388465415075572,0.03116931151360643,0.04394732143136855,0.3009484568010175,0.05800994223819693,3.124172766810322e-7,0.008781414190444042,0.05450169655172402,0.8720641108903883,0.328759,0.425616537825926,0.15932929978700394,0.8777271713538549,Immunology,B cells
b1b cells,Immunophenotyping,742,745,8.689964288336778,0.28177409481363974,0.00426480909137557,0.024771303032687885,8.586674398824826,0.28188380591555007,0.009993272237353317,0.026330102380670763,0.10328988952397586,0.03009733384631189,6.203329401338944e-4,-0.0057284631458710145,0.0268997876118561,0.8313985180903884,0.27130685986263725,0.38021374,0.04502920142165925,0.9499812822863135,Immunology,B cells
b2 immature + mzb,FACS,268,283,9.233157405892266,0.0768382837179195,0.047412735747219104,0.030756266466450178,9.097369799720921,0.08464272493584539,0.05300833273499432,0.05066098047915329,0.13578760617134883,0.06038402672572986,0.02499885866547246,-0.005595596987756967,0.05795536435783388,0.9231254524063843,0.2729488,0.5045629958753182,0.0578831667587481,0.8436473060063933,Immunology,B cells
b2 mature,FACS,268,282,11.733082979367596,0.0680872690015995,0.023126125393911227,0.039366360570901184,11.594855121054199,0.07898643538496795,0.0843585094576017,0.059865628857132765,0.13822785831327739,0.07284780621358475,0.05838672315157893,-0.06123238406377873,0.07006988605158335,0.382639853670277,0.3576649,0.5970362085421583,0.07260914568977506,0.7137416512584832,Immunology,B cells
