parameter_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,group_sd,g_slope_sd,batch_sd,f_sd,m_sd,Category,parameter_group
b1b cells,778,773,-0.0114724074594539,0.242849534566255,0.0726551792222367,0.145644428783195,-0.101268712070986,0.243041161412748,0.0996336454965072,0.151945266756521,0.0897963045966384,0.017632952457496,4.0867842745808e-07,-0.0269784662724554,0.172341341258404,0.875632467031843,0.57594246,0.02283129,0.85052833,0.263124771015749,0.37613089,Immunology,B cells
b2b cells,778,773,-0.0843162202991734,0.212509530996086,0.11697594770832,0.197441081813375,-0.0355376698057337,0.212921963630771,-0.092617432323035,0.213694800404038,-0.0487785504793434,0.0209287509239191,0.0199309250769631,0.209593379864084,0.202337439729045,0.300471453479748,0.4995999,0.2694387,0.8478168,0.28600791629294,0.4645068,Immunology,B cells
cd24+ cd4 t cells,110,105,-0.0588236397748764,0.197799658718436,1.28316836176327,1.19906218619867,-0.193668512822415,0.198800510608967,-0.20319446400155,1.13361042763862,0.134844873067289,0.0533333566965428,0.0123604860055006,1.4863628257432,0.87439009735655,0.0909601178437246,0.05545887,1.29900679,1.20402227,0.35554253,0.404491727938563,Immunology,cd4 t
cd24+ cd8 t cells,110,105,-0.0296130798153306,0.206373631286856,1.76302080512613,1.25640203519878,-0.175680658873418,0.207726312921139,-0.140910286201163,1.1630832460563,0.146067579001908,0.065760234979353,0.027641823445706,1.90393109159173,1.07547362856006,0.0784455797967373,0.1326543,1.1955845,1.1216475,0.4381928,0.499900519640623,Immunology,cd4 t
cd4 cd25- nkt cells,576,569,0.0784228251450916,0.0942954625230276,0.396731951974086,0.2405231910329,-0.183295703618147,0.0944108155125386,-0.0166103281340818,0.214461212109239,0.261718528856297,0.0250448923756102,3.24778863939835e-24,0.413342280253801,0.303561636726374,0.173648637367829,0.135920038,0.007276727,0.836958425,0.384842966979319,0.396625969,Immunology,cd4 nkt
cd4 cd25- t cells,722,713,-0.189700373354173,0.13854946731813,-0.451617352838813,0.269608250284874,-0.199132307858206,0.139265751895351,-0.110835014997388,0.267927738283262,0.00943193376264065,0.0290620847570385,0.745586008920293,-0.340782340199106,0.294155226006839,0.246899743899374,0.3032204,0.2357646,0.8130079,0.44459292343797,0.5774149,Immunology,cd4 t
cd4 cd25+ nkt cells,611,607,-0.0752617959099056,0.330296178274918,0.325460726212392,0.233341093685691,-0.14715320042914,0.330324514158977,0.0523097327402561,0.216844831316997,0.0718914045226255,0.0219303052915783,0.00108255079615934,0.273150993321,0.248590622063854,0.272133205224883,0.6494614,0.2297565,0.8297889,0.3523298,0.355082838786621,Immunology,cd4 nkt
cd4 cd25+ t cells,722,713,-0.290645347940075,0.239155431300309,0.0393584891275441,0.149398685096601,-0.248030287815362,0.239357779833165,-0.239488666991395,0.155456564840231,-0.0426150601296827,0.0180746363729911,0.0185567543757859,0.278847156106985,0.182051861716781,0.125878408804004,0.56993267,0.01056758,0.73589501,0.25982519,0.369063605454211,Immunology,cd4 t
cd4 cd44-cd62l- t cells,447,444,0.0592877113470902,0.53527016894922,-0.0209257345759705,0.226818410089333,0.0776954722909886,0.535456727488266,0.208841845220165,0.236863059731214,-0.0184077609595292,0.0260819684040034,0.480572352667657,-0.229767579827271,0.282044603807869,0.415554277654799,0.9179105,0.1214674,0.7797842,0.3129916,0.423777549179512,Immunology,cd4 t
cd4 cd44-cd62l+ nkt cells,669,658,-0.527331810448896,0.337419286966432,0.211033351388422,0.299879613169723,-0.585893788403852,0.337439810188894,-0.579654056460473,0.286842463446417,0.0585619779587823,0.0223433572043836,0.00889632909573641,0.790687407977198,0.237593351062492,0.000905985037262362,0.8137931,0.4597673,0.7069836,0.3734595,0.378461717317361,Immunology,cd4 nkt
cd4 cd44-cd62l+ t cells,612,608,-0.256495762024558,0.257835092820547,-0.141996142090541,0.250669956604394,-0.234115622565932,0.258109177579114,-0.244644179870882,0.257374519032395,-0.0223801393581771,0.0289141216248472,0.439109697496657,0.102648039444071,0.322950636417212,0.75067240924823,0.50466432,0.08788298,0.69824634,0.41616489,0.518118961263197,Immunology,cd4 t
cd4 cd44+cd62l- nkt cells,722,713,0.182473091193854,0.218436303656195,0.411326947563033,0.200319740065573,-0.0847824626256516,0.218542566366334,-0.0966070839650933,0.185324897293729,0.26725555308435,0.0207077440603156,1.19289388089972e-35,0.507934024840425,0.212338835057582,0.0169151519385289,0.5140565,0.1624678,0.7946569,0.347424451002388,0.3834661,Immunology,cd4 nkt
cd4 cd44+cd62l- t cells,722,713,-0.138742518049081,0.116198551121855,-0.114202979961039,0.244013455801132,-0.166994024929049,0.116742585391443,0.209330080505879,0.238659882166352,0.0282515068996947,0.0257250301434516,0.272346171476334,-0.323533060449608,0.261597954855447,0.216434115025718,0.2399487,0.2391368,0.8876298,0.4047588,0.499663639133031,Immunology,cd4 t
cd4 cd44+cd62l+ nkt cells,721,713,-0.278757134498181,0.336812306207622,0.0617587788648626,0.213741516643047,-0.331055568573387,0.336845606520729,-0.0327521878752783,0.201142177567918,0.0522984335920632,0.0171853336633339,0.00239483117141818,0.0945109593202827,0.176748659185286,0.592949011836614,0.8133592,0.3449469,0.7323005,0.295831999670491,0.3104507,Immunology,cd4 nkt
cd4 cd44+cd62l+ t cells,675,670,-0.0591532297992521,0.406537947010568,-0.27989941678275,0.176954444449233,-0.043605958670713,0.406649253881082,-0.134006379143172,0.172307874626358,-0.0155472711367375,0.0200180798444081,0.437531964833704,-0.145893037670482,0.204894845507525,0.476597707284431,0.98765205,0.02758351,0.62272473,0.30517638,0.388676164844066,Immunology,cd4 t
cd4 nkt cells,725,716,0.167241077653057,0.197848981093119,0.409736755447724,0.23407289695178,-0.0959639665691415,0.197995168061591,0.0224557674262404,0.219169855809176,0.263205046035436,0.0223423697708908,2.63101853263002e-30,0.387280987438134,0.229434971545594,0.091690100522112,0.460742,0.2721283,0.7977972,0.375045445239635,0.415739,Immunology,cd4 nkt
cd4 t cells,725,716,-0.161534978177826,0.10992444981043,-0.337961318476838,0.273892097115837,-0.160373006056566,0.110873932344907,-0.129950502959777,0.272909219422952,-0.00116197210285888,0.0299697208654722,0.969079351259007,-0.208010817062182,0.303832054515556,0.493720659022498,0.2233173,0.2146608,0.8215708,0.458616889838506,0.5978922,Immunology,cd4 t
cd44+ t-regs,108,105,-0.0197578998201848,0.163581053218881,0.363772844903477,0.329001079333998,-0.00797982715967388,0.163871534945148,-0.0405272604573108,0.277530645435566,-0.011778072660207,0.0240710713692463,0.625257188389339,0.404300105358974,0.396884687422332,0.309800518756069,0.012970386,0.007384595,1.027569576,0.155591625,0.18447156715594,Immunology,cd44+ t-regs
cd62l+ t-regs,110,105,0.0025411059893046,0.162524676267519,-0.332074785003792,0.480728961480326,0.0611656954374007,0.162754760811251,-0.455934980484145,0.427439356723946,-0.0586245893167325,0.0283421526199161,0.0400932636507054,0.123860195561574,0.467309835142194,0.791288775864613,0.06664579,0.36852645,0.97263193,0.19181756,0.212423955555143,Immunology,cd62l+ t-regs
cd8 cd25- nkt cells,610,606,-0.237240339273821,0.338249561684098,0.233645318511494,0.229463937103404,-0.188823299697855,0.338267210848948,0.239549358815974,0.220298184017726,-0.048417039585131,0.0207262575767622,0.0196965415461946,-0.00590404053534286,0.233537774277763,0.979836216806744,0.6654789,0.26329,0.8416537,0.320685855377456,0.3466441,Immunology,cd8 nkt
cd8 cd25- t cells,612,608,-0.151156683224354,0.21618653396662,0.00228284828088067,0.276867013704504,-0.149363449817328,0.216633401106547,-0.109818780249166,0.290705082848293,-0.00179323344389058,0.0315519025744195,0.95468898732284,0.112101628424818,0.351461499916445,0.749827667608689,0.4154903,0.1575567,0.7975292,0.441571839786393,0.5744116,Immunology,cd8 t
cd8 cd25+ nkt cells,564,566,-0.145298077415362,0.294792613444848,0.28984477344041,0.444062556396815,-0.0507824611522404,0.294906141211705,0.252670354705882,0.428231488922895,-0.0945156163824927,0.0320526088589881,0.00327604979332261,0.0371744191448397,0.36527669890001,0.918962287463055,0.5771997,0.6641724,0.7791497,0.4912686,0.500220185113428,Immunology,cd8 nkt
cd8 cd25+ t cells,571,570,-0.726967366460023,0.68044145044853,0.226110316825689,0.282305574839871,-0.669845375882145,0.680421988286935,0.143176506672911,0.26442950717033,-0.0571219906145729,0.0199850277921304,0.00435884189933619,0.0829338099787259,0.24241059280327,0.732339982122288,1.3570542,0.4046221,0.6361709,0.3206002,0.30055354521124,Immunology,cd8 t
cd8 cd44-cd62l- t cells,595,586,0.32004210906776,0.300047659296935,-0.148919430707798,0.215810837596244,0.276571010629978,0.300214728552925,0.0258655589730019,0.209583406670891,0.043471098416235,0.0216394013563687,0.0448393571301411,-0.174784989483725,0.21450488875915,0.41537943825801,0.6535176,0.2410745,0.781822,0.3095078,0.384756119633502,Immunology,cd8 t
cd8 cd44-cd62l+ nkt cells,693,675,-0.480094469714819,0.36833887124164,-0.0593830569359256,0.30062059264295,-0.512262362756309,0.368479666413359,-0.565205609633455,0.297137869467087,0.0321678930663418,0.0207239444094093,0.120908209417273,0.50582255266783,0.211766284587995,0.017085933517384,0.8920831,0.575743,0.6868738,0.3176098,0.389846673563205,Immunology,cd8 nkt
cd8 cd44-cd62l+ t cells,722,713,-0.294197352428624,0.27613922610959,-0.0981790475414711,0.209085736099395,-0.319458615603237,0.276339458248678,-0.314908145452795,0.205009531044057,0.0252612635089077,0.022666101505775,0.265303533316711,0.216729099371851,0.23029912076051,0.346866590793737,0.6574255,0.1646657,0.850427,0.3513601,0.444150398565818,Immunology,cd8 t
cd8 cd44+cd62l- nkt cells,715,705,0.0469679772873706,0.130759560222738,0.387899924884898,0.215090280194363,0.0578135505746656,0.130899669393119,-0.0616701087132959,0.192087660612397,-0.0108455733138037,0.0235524312851745,0.645256792245025,0.449570033592224,0.241402298980241,0.0628194086755512,0.27617708,0.01091881,0.91522533,0.401912141591535,0.42525468,Immunology,cd8 nkt
cd8 cd44+cd62l- t cells,722,713,0.090059128469175,0.209712643486824,0.073253364836867,0.226483423484124,0.12275117403735,0.209988369849346,0.24672703237433,0.217827317314394,-0.0326920457702701,0.0253821206967941,0.198011140993856,-0.173473667533476,0.258510682539606,0.502325513774922,0.48831352,0.08930259,0.85644327,0.404018234613304,0.48985956,Immunology,cd8 t
cd8 cd44+cd62l+ nkt cells,720,710,-0.300699119549943,0.291154132853702,0.294766300483267,0.201155923216573,-0.209664941928952,0.291229458706534,-0.0234221241893326,0.186717277761278,-0.0910341777244986,0.0199382182545996,5.52224698297951e-06,0.318188424222463,0.204227345157363,0.119511424294264,0.6978927,0.2059786,0.7804391,0.334651773576399,0.367336,Immunology,cd8 nkt
cd8 cd44+cd62l+ t cells,722,713,-0.215203749194117,0.200620969919974,0.244925262826524,0.21218984745133,-0.146364916054792,0.200896153302025,0.249498047104971,0.205211214267746,-0.0688388331416425,0.0243987487938417,0.00486498061647718,-0.00457278428758144,0.248358751665807,0.985313417431704,0.4658817,0.0102941,0.8466396,0.3857071,0.472981618704263,Immunology,cd8 t
cd8 nkt cells,723,714,-0.250944704764059,0.238870880568749,0.351267505730133,0.238452896731435,-0.17647924567604,0.239013776678344,-0.0225320388749836,0.228453270371335,-0.0744654589929608,0.0209030095322264,0.000382709028736559,0.373799543845097,0.21387496367246,0.0807785543505462,0.5646069,0.3476344,0.8155559,0.3414507,0.39532701800278,Immunology,cd8 nkt
cd8 t cells,725,716,-0.17844820096939,0.167596580826915,-0.0706509425214913,0.263472300766997,-0.183781297270118,0.16810492561811,-0.114590689657713,0.258615439972968,0.005333096407018,0.0283301512231997,0.850715809486765,0.0439397465839588,0.288024260892902,0.878775742361595,0.3820173,0.2199805,0.7895571,0.442977488000647,0.5577256,Immunology,cd8 t
cdcs,785,780,-0.163880262382876,0.224053460114327,-0.17696053873736,0.219292219282261,0.0187973010341164,0.224272794938839,-0.356796173832584,0.221465386288765,-0.182677563419102,0.0174723931409995,1.41384217711511e-24,0.179835635135763,0.170134407726671,0.290708234331843,0.5267584,0.3616906,0.8887902,0.262250027501654,0.3721022,Immunology,cdcs
cdcs cd11b type,785,780,-0.146305332288971,0.230973384026965,-0.243670840443969,0.193863611022596,0.0658088696513667,0.231150749257758,-0.284403886370397,0.197086615549336,-0.212114201867505,0.0159456346131898,7.75263374413861e-38,0.0407330461158354,0.155429645977833,0.793313062573553,0.5426374,0.3397369,0.9505969,0.240106652392127,0.3400691,Immunology,cdcs
cellularity,10,10,-2.34117163607062,2.44405475667257,-8.10902249035593,23.949462457406,-2.66388507534035,2.44590577490943,-29.7964532755337,25.6367316636909,0.322713439268276,0.367359939206241,0.396939463889249,21.6874307851719,8.79425641926679,0.0297054086737924,3.3383217,33.644955,0.2578175,0.3399235,1.0733218383518,Immunology,cellularity
dn cd25- nkt cells,600,592,-0.276879433483904,0.440931742073497,0.465455125765145,0.178368890411107,-0.407024768384327,0.440992952551255,-0.283026336243729,0.171240047406066,0.130145334899082,0.0198078682542484,8.32240361721151e-11,0.748481462021989,0.227934679023566,0.00106235385339449,0.87261547,0.01508248,0.87132857,0.290209919941022,0.33800648,Immunology,dn nkt
dn cd25- t cells,607,603,-0.114822641855216,0.346038141733211,0.144003801791546,0.29574883901491,-0.411993037094199,0.346230275041757,-0.232154705262116,0.306641695760563,0.29717039518971,0.0260280494616451,2.22354597287644e-28,0.376158506717642,0.288481268253682,0.192575006047792,0.6827943,0.4008115,0.7658345,0.3555635,0.47485109389024,Immunology,dn t
dn cd25+ nkt cells,541,534,-0.323530880408298,0.323742046991541,-0.113362188583194,0.240927373706925,-0.324688404668003,0.323692685752322,0.131772345573744,0.20831036242107,0.00115752425515009,0.02452525474268,0.962367410872989,-0.24513453417132,0.291943131567888,0.401338411952109,0.63268073,0.06535127,0.88873703,0.381514490077085,0.34981021,Immunology,dn nkt
dn cd25+ t cells,607,603,-0.197752767578059,0.308023111515355,0.107212991540245,0.225490970352079,-0.222826774267916,0.308061409888379,-0.525862204727392,0.218438747857452,0.0250740066800086,0.0211590604679333,0.236304708439317,0.633075196080526,0.237494492703231,0.00781486272438627,0.6045774,0.2438236,0.8164472,0.3216211,0.357464156495092,Immunology,dn t
dn cd44-cd62l- t cells,590,580,-0.0853775386181806,0.224310916711197,0.299854413453557,0.252218563858233,-0.38348595221702,0.224465760240932,0.321833189942277,0.23414180976112,0.298108413579596,0.0249276400597461,9.89308384723523e-31,-0.0219787767902956,0.247942221945953,0.929383617355688,0.4779203,0.2519042,0.7991712,0.3812829,0.41810888143591,Immunology,dn t
dn cd44-cd62l+ nkt cells,621,582,-0.210131324833144,0.260472675299392,0.29727274007929,0.376778537928124,-0.437507752289651,0.260787205342044,-0.139065421409774,0.375983761527217,0.227376427612965,0.0260173089754758,1.10944162879611e-17,0.436338162284925,0.279809893217561,0.119246450309625,0.6182537,0.7005165,0.7660608,0.3825877,0.448720439890975,Immunology,dn nkt
dn cd44-cd62l+ t cells,717,708,-0.254059622760163,0.249821095168273,0.17645727717151,0.18975782574371,-0.590546758470632,0.250010412499463,-0.319395765446226,0.184885607056778,0.336487135639246,0.0216320661416213,1.47648258880116e-49,0.495853042211742,0.219156567973006,0.0238537515749059,0.59791622,0.06699793,0.68873094,0.33775071,0.420527044156696,Immunology,dn t
dn cd44+cd62l- nkt cells,717,708,0.0596292359782671,0.256670958513285,0.385934917571172,0.194952960556066,-0.122927040185511,0.256778827018048,-0.282861031630448,0.185554702644346,0.182556276084388,0.0188175536512067,2.00522936223667e-21,0.668795948168761,0.191819393266642,0.000508121561635237,0.6096473,0.2317293,0.8256853,0.304810052826749,0.3545787,Immunology,dn nkt
dn cd44+cd62l- t cells,717,708,-0.312098232459606,0.375747563901024,0.0250979230391173,0.154637809628463,-0.499168132041763,0.375801949577817,0.282531395652461,0.146951669984915,0.187069899579092,0.0155693576444563,2.25971031739036e-31,-0.257433472652991,0.158444888971458,0.104496255696543,0.9135523,0.1374079,0.5951325,0.2507883,0.294525414951919,Immunology,dn t
dn cd44+cd62l+ nkt cells,717,708,-0.200284540535586,0.329344489296563,0.236818425038889,0.188958101948868,-0.235252849176657,0.32937890756604,-0.370368956887065,0.17092055005225,0.0349683086253349,0.0187484417071856,0.0624236212636479,0.607187381975284,0.192340184601376,0.00163734750489306,0.794336,0.1650143,0.7482909,0.323690689134547,0.3355607,Immunology,dn nkt
dn cd44+cd62l+ t cells,717,708,-0.336930152487471,0.377222580489554,0.0186504854241681,0.165961898212178,-0.52355701076344,0.377305059988264,-0.178284485889654,0.162237326744583,0.186626858250409,0.0172300152743313,4.50698212687709e-26,0.196934970781512,0.174577890974773,0.259533987315234,0.9171405,0.1678765,0.5912649,0.2681106,0.335034049081117,Immunology,dn t
dn nkt cells,781,772,-0.0517520870021541,0.293992343695755,0.292876139547312,0.183964961897453,-0.188477053615716,0.294077966212891,-0.295657567064522,0.174425206518473,0.136724966638125,0.0186696073448967,4.36268522551894e-13,0.588533706452784,0.18505850745242,0.00150824388896253,0.7057547,0.1776018,0.8019328,0.317891115460872,0.3682812,Immunology,dn nkt
dn t cells,723,714,-0.000723173694048599,0.247020046877555,0.196319056716608,0.254326882560281,-0.304305791714647,0.247258067654247,-0.0943577996474385,0.249763081051633,0.303582618169574,0.0232351051397222,1.92522446029566e-36,0.290676856451012,0.236243622682785,0.218798461923811,0.5867152,0.3650592,0.7748713,0.362390593163028,0.4549285,Immunology,dn t
dp t cells,593,584,-0.382920486615547,0.40420387415028,-0.282131950200679,0.218734388604623,-0.382887468135649,0.404170612253719,-0.148346227781001,0.195596442704948,-3.3018468262857e-05,0.0168311766237886,0.998435179250128,-0.133785722296201,0.172501016419993,0.438204631319642,0.8944984,0.3265444,0.6568735,0.2925463,0.24864188026437,Immunology,dp t
follicular b cells,471,460,-0.497103572865716,0.559137884792166,-0.172145666708618,0.374980022741481,-0.48701049515968,0.559491573005247,-0.58909667945586,0.394892781502389,-0.0100930776746895,0.029313799826931,0.730710274056181,0.416951013033438,0.289758455174527,0.150586220336358,1.2288656,0.5876039,0.758243,0.308202912642078,0.5240432,Immunology,follicular b cells
follicular b cells (cd21/35+),497,500,-0.0811111597877521,0.147737289257667,0.173407436083641,0.221372088809804,-0.0759843322408209,0.148889684099405,0.0224298849961631,0.288207150422399,-0.00512682755101921,0.0287177624449106,0.858357287719169,0.150977551071139,0.334102796861727,0.651474046739387,0.222356,0.0478613,0.896431,0.291843228662925,0.5267706,Immunology,follicular b cells
gd t cells,110,105,0.348003163950226,0.279452289663295,1.37732091981645,2.01417737638675,-0.188003177972378,0.279415553904224,0.411350427267409,1.95849744523326,0.536006341675844,0.053560911584149,7.22087671120245e-19,0.965970493095709,0.888192026553332,0.278306892849628,0.3420279,2.6157153,0.8398216,0.384995,0.381851766348638,Immunology,t cells
klrg1+ cd4 t cells,110,105,0.306183889503119,0.47852723539345,1.82027355220072,0.933058063809601,0.06823217660724,0.478605791539478,0.776003832794563,0.854970910927085,0.237951712706268,0.0440871253073807,2.21669421886068e-07,1.04426972033562,0.730241962112015,0.154521690377309,0.6445436,0.9801816,0.8462485,0.310180456788553,0.3207128,Immunology,klrg1
klrg1+ cd4+ nkt cells,109,105,0.169287738178907,0.349213475954453,1.68102872273501,0.781992775263878,-0.046628933229285,0.349018343715819,0.224460734501679,0.608766329561212,0.215916671395228,0.0504747527063326,3.13506139278261e-05,1.45656798807776,0.842679143470972,0.0857042683560529,0.4401316,0.3854349,0.9120804,0.376657118807882,0.3438633,Immunology,klrg1
klrg1+ t-regs,110,105,0.0167706973926578,0.190218742786718,0.284046636246858,0.5164599120298,0.021834929335309,0.190184896759093,-0.0728350682706946,0.424386137353799,-0.0050642319698363,0.0327397118262689,0.877253672791591,0.356881704341809,0.546008720550894,0.514230115180853,0.1525147,0.2910747,0.9593862,0.2350153,0.233305686771456,Immunology,klrg1
mzb,177,171,-0.339401310205024,0.315319747127582,-1.68757186665016,1.03918548211948,-0.290758293451083,0.313829446906079,-0.831704801042093,0.874215341758018,-0.0486430162687898,0.0555227905747129,0.38172621631201,-0.855867065187118,0.797535282352638,0.284125721645304,0.4580638,1.1414151,0.8288204,0.606204332212879,0.3912086,Immunology,mzb
mzb (cd21/35 high),451,453,-0.414827237617515,0.44721213743515,0.043676873533241,0.314674502335041,-0.388456609471458,0.447221619014538,-0.155858242304612,0.270079967281205,-0.026370628123589,0.0295484338507663,0.372447624207594,0.199535115807882,0.400123538581852,0.618154489110387,0.69395077,0.01228854,0.72048459,0.41334698,0.421198157064227,Immunology,mzb
nk cells (panel a),786,777,-0.179345660887759,0.252466024147126,-0.169625811411241,0.237649010291781,-0.0709506621055347,0.252625180884314,-0.188416704544765,0.225443509175154,-0.108394998877506,0.024186688983913,8.09529685067404e-06,0.0187908928647377,0.240108419919937,0.937633876129388,0.6030002,0.2375668,0.7470203,0.416506289398217,0.479387,Immunology,nk cells
nk cells (panel b),732,723,0.0796141225545821,0.208685813296858,-0.0237845300263048,0.298350081050708,0.128846082226969,0.209172964107167,-0.196694211217485,0.284278076436675,-0.0492319598185403,0.0325580133278105,0.130772376940021,0.172909681545466,0.32478230877793,0.594560101931811,0.4866812,0.1438189,0.7291271,0.5225282,0.638776669636002,Immunology,nk cells
nk klrg1+ cells,110,105,0.00233014297913046,0.163589025094758,2.52781633143413,1.31572520576427,-0.161063387405612,0.162982855036259,0.492130682687668,1.23623888072522,0.163393530348708,0.0439498063247462,0.000271721698298775,2.03568564876167,0.740454668076376,0.00661164829822035,0.01893345,1.58503348,1.00854699,0.3383081,0.288997020372804,Immunology,nk cells
nk subsets (q1),640,634,-0.252451942788268,0.218854677645578,0.133191615068589,0.208085635964554,-0.213383795696252,0.219185181960227,-0.24468541071645,0.213588068078791,-0.0390681473018629,0.0242924783852364,0.1080984817563,0.377877025447083,0.262394153417785,0.150148952557121,0.5061031,0.0628903,0.7000397,0.34841427600225,0.450935,Immunology,nk cells
nk subsets (q2),640,634,-0.132901366228217,0.284392665222687,-0.112715475869625,0.226974660475737,-0.232922313138969,0.284756193473753,-0.0976229226452433,0.241064531125306,0.100020946776595,0.0251229765209807,7.35174976808635e-05,-0.0150925533382062,0.269729015158988,0.95538923917767,0.6529306,0.2078949,0.9761448,0.3376396,0.480245347105218,Immunology,nk cells
nk subsets (q3),575,566,0.0225662121599251,0.201242262669603,0.203879157678536,0.26209124001805,0.289111867040918,0.201979939289703,-0.609163559161747,0.280816069203237,-0.266545655037849,0.030265344489662,6.36952113234566e-18,0.813042716767273,0.350748992857819,0.020668512379063,0.4045845,0.07202306,0.86165752,0.381818051059653,0.54839264,Immunology,nk cells
nk subsets (q4),575,566,0.142974157360108,0.13062660329225,-0.658979518056709,0.364999437831255,0.172459210168815,0.132963816383208,-0.473900289265499,0.398699527640158,-0.0294850527492724,0.0436565573115268,0.499601204717219,-0.18507922875538,0.503632749379993,0.713339858205506,0.23974786,0.05325285,0.68446735,0.558256023836231,0.80230835,Immunology,nk cells
nkt cells (panel a),786,777,0.0367816350336602,0.242669139198975,0.308063559371855,0.2279099511504,-0.141705703397715,0.242770982535678,0.0426416739790893,0.215753313347767,0.178487337919941,0.0209365915523229,4.39067201263063e-17,0.265421885706464,0.20843498768603,0.203114252228952,0.5762805,0.3008204,0.8104816,0.365296715300925,0.4087399,Immunology,nkt cells
nkt cells (panel b),726,717,0.334144718020679,0.38108498761901,0.227036022667566,0.183286153959509,0.164695641637946,0.381177725684903,0.00377753696202471,0.172807779047186,0.169449076398858,0.0200366412414321,8.20473290845004e-17,0.223258486134626,0.200557037888737,0.265858006172323,0.92634695,0.06664505,0.54355535,0.323239810920138,0.38621862,Immunology,nkt cells
nkt dn klrg1+ cells,110,105,0.13553014599669,0.442798925054357,1.28008278858071,0.812611529113459,0.102577793711378,0.443609202094661,0.343001713840818,0.743429299890831,0.0329523522802297,0.0551810957614356,0.551180910406628,0.937081074760143,0.891879043586637,0.294878724117,0.5882914,0.5294513,0.8685886,0.3485977,0.435549403720992,Immunology,nk cells
nkt subsets (q1),640,633,0.701857785670383,0.401925541101094,0.118797606696912,0.18345891074156,0.595062366210326,0.401972717220193,-0.133055242653676,0.170600764062604,0.106795419485716,0.0190377898371925,2.62478179984752e-08,0.251852849906792,0.207997945171402,0.226242254435837,0.9728815,0.1445352,0.5653992,0.305005485652956,0.3257195,Immunology,nkt cells
nkt subsets (q3),574,565,0.930588674539542,0.554999526717455,0.735895931042083,0.27570679286437,0.73092208763212,0.555149468472661,0.155490788148635,0.27575528126893,0.199666587276578,0.0239532732530186,2.81717800090725e-16,0.580405144068512,0.280151292890182,0.0385688266458191,1.2301973,0.3587322,0.5604014,0.322141616982908,0.4203213,Immunology,nkt cells
others,786,777,-0.154289633756918,0.0981484933337457,0.0833598286212914,0.225832521267573,-0.0638124738648834,0.0990185655501979,-0.0436184175939349,0.228925325816537,-0.0904771598906493,0.0261596154403334,0.000561343374157,0.126978245222517,0.256947482140618,0.621267044783186,0.1961875,0.1124024,0.8267068,0.4082495,0.551975558990663,Immunology,others
pdcs,841,830,-0.0459587917794558,0.176538353546018,0.223026719106854,0.15421910675913,-0.105975648896086,0.176594824308053,0.174471318564138,0.142660459938098,0.0600168590638516,0.0174021036646065,0.000580504314260472,0.048555404132094,0.165487647201997,0.769255757643462,0.4096799,0.1035276,0.7975978,0.314453568528911,0.3335997,Immunology,pdcs
rp macrophage (cd19-  cd11c-),611,612,-0.199206679445118,0.388566278569673,0.281795488390712,0.14994853131056,-0.274098599578637,0.388653712108974,0.295994624737006,0.16357576690637,0.0748919201567506,0.0167366074866759,8.56877680404568e-06,-0.0141991362057117,0.185199979494527,0.938902707297857,0.7705511,0.1206176,0.7020536,0.220099553606666,0.3127047,Immunology,rp macrophage (cd19-  cd11c-)
rp macrophage (f4/80+),269,259,-0.00465202260543264,0.142665079775403,-0.146663539301032,0.530260773262647,0.150426649594824,0.14244519600319,0.172716029930358,0.461620044105213,-0.155078672249501,0.0395138823810896,0.00010113849969191,-0.319379569182568,0.360070815421206,0.375580725048605,0.1672269,0.5950154,0.9268851,0.469372324442097,0.3577559,Immunology,rp macrophage (f4/80+)
t cells (panel a),725,716,-0.159850169654087,0.13646775379867,-0.193398063719563,0.269661938163837,-0.194166442204822,0.137178393593732,-0.127945635170868,0.267915762573981,0.0343162724680258,0.0287344104967762,0.232626732881709,-0.0654524287336001,0.291493478228405,0.822376236086208,0.297612,0.2467559,0.8132974,0.4405733,0.572121572485905,Immunology,t cells
t cells (panel b),782,776,0.176818304338261,0.182201476585027,-0.46515054608046,0.23392298241174,0.113266820458731,0.182628264411004,-0.231342704917731,0.229943806862213,0.0635514838766988,0.02736071700419,0.0203560384023577,-0.233807841205455,0.268238103014863,0.38357303808308,0.42153294,0.01345392,0.82081378,0.44601715,0.562179148222817,Immunology,t cells
t subset,640,635,-0.0818177172867031,0.213050001427365,-0.299085544445604,0.219379161733795,0.0877457087466423,0.213898864319138,-0.104795131315612,0.26434479997376,-0.169563426034404,0.029294315662957,9.51150570577809e-09,-0.194290413130506,0.309985512966487,0.530951391428046,0.4775396,0.0181683,0.8736539,0.3508187,0.591936085472853,Immunology,t cells
transitional b cells,222,217,-0.137429457940348,0.421730647974335,0.458906025979503,0.497982660532185,0.189912905264508,0.421219270567489,-0.490756119289804,0.363222223317069,-0.327342363196325,0.0413852875270962,3.6330208652014e-14,0.949662145269836,0.555238828319559,0.0881075865160221,0.78200941,0.02177871,0.67459849,0.485746655413634,0.35374105,Immunology,B cells
