parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr
stroke volume,Echo,2964,1965,3.4506062349731637,0.17521462190580203,0.07889592782164315,0.00886124210153026,3.424699587579933,0.1753205413088767,0.0649558635793643,0.00950657237741128,0.02590664739508401,0.01117967539601566,0.02053714577038902,0.01394006417291795,0.00973922016518906,0.15241214409753992,0.1978520249,0.2142275065066459,0.165048765678725,0.8447501642973794,Heart,stroke volume,-0.07960514265965513,4.237038689507946e-4,-0.08043558698290897,-0.07877469833640129,-3.867318228320458,1.1145745606988555e-4,0.1665724514702461,2.0300446609825416e-4
basophil cell count,Hematology,4440,4413,-3.3640277372031044,0.16373865361805845,0.01618010672946841,0.01608196178997504,-3.253264858358315,0.16374043462265445,0.04636249761682547,0.01619150800971349,-0.11076287884481838,0.01518982193092262,3.361669280335863e-13,-0.03018239088734701,0.01372525840286897,0.02790490318841658,0.39185416,0.39304652189844336,0.0991371686809376,0.8784941819729993,Hematology,basophil count,-0.0030389413766164844,2.2606743846964074e-4,-0.003482025414094205,-0.002595857339138764,-0.20211721974125627,0.839829731446865,0.09946387667628814,1.1299435028248587e-4
basophil differential count,Hematology,4577,4518,-1.1039557814817793,0.2630234954184123,0.01066982803986909,0.02504487025218905,-1.1167901858642966,0.26298468197731595,0.02093465663895812,0.02452194453794123,0.01283440438195272,0.0271148815059248,0.6359878743534055,-0.01026482859035738,0.02454972001743897,0.6758678887822779,0.75302386,0.7011096744719726,0.00938989496826033,0.8410308042907897,Hematology,basophil count,0.07143115631697657,2.2005548235706562e-4,0.07099985549695613,0.071862457136997,4.815280425845171,1.4936553942579422e-6,0.00939017095227284,1.0998680158380995e-4
eosinophil cell count,Hematology,4465,4431,-2.066409532378108,0.2048268434187561,0.00668106479936136,0.01812027103639462,-1.8596275496325791,0.2048307480545867,0.00414112509068113,0.01828949506764509,-0.20678198274557005,0.01701119703180396,1.0894502371349239e-33,0.00253993970860358,0.01542925179047994,0.8692486256599327,0.44119116,0.4440693805942338,0.10771847511843914,0.8957366087005485,Hematology,eosinophils,-0.006503422332705274,2.2497516921979321e-4,-0.006944365561791873,-0.006062479103618675,-0.4335854145385388,0.6646000439995494,0.1081380287775962,1.1244799280332846e-4
eosinophil differential count,Hematology,4618,4555,0.541142418258407,0.2662662788992789,-0.02111145652606775,0.01981105072320238,0.5647193578962494,0.2662407633397762,-0.01637083204893247,0.01939323477421185,-0.02357693963613499,0.02272213688364055,0.2994788675179526,-0.00474062447004499,0.02031647372857124,0.8155042724084147,0.6191434,0.5814515520599147,0.01026853383594733,0.8866883865333548,Hematology,eosinophils,0.06280775733525915,2.1818418963150268e-4,0.062380124181585346,0.06323539048893295,4.2520821643211395,2.1389187769615958e-5,0.010268894773058368,1.0905125408942203e-4
eosinophils,Immunophenotyping,1050,1048,7.118960216073291,0.22440711027463708,-0.019757930909302,0.03530260594977225,7.075165272228238,0.22432112699382495,0.01496208897195452,0.03621246397060547,0.04379494376361608,0.03186034191692993,0.16944046911010072,-0.03472001993286794,0.02948778693750921,0.23918680185120392,0.3697442614917354,0.44692563,0.02937702949430237,0.890975625020691,Hematology,eosinophils,-0.1895815374111414,9.56023818337195e-4,-0.19145530966344476,-0.18770776515883802,-6.131428732004389,1.037887775723334e-9,0.02938548476164423,4.7732696897374703e-4
hematocrit,Hematology,9685,9560,3.899158320971987,0.01554340818720322,9.912131329002649e-7,0.00238853297525242,3.9118801004570023,0.01554800950135381,1.4318869078780167e-4,0.00242906724128968,-0.01272177948436636,0.00141725776454028,3.088653950095053e-19,-1.4219748484520765e-4,0.001312083907834,0.9136992845692145,0.0523562196,0.05728868097553934,0.04990811401671927,0.9055226853864362,Hematology,hematocrit,-0.09003300168112974,1.0395989559117317e-4,-0.09023675933232499,-0.08982924402993449,-8.830164867527843,0,0.049949613428533525,5.196964972456086e-5
hemoglobin,Hematology,9686,9560,2.6820844991920056,0.01259806741508099,-9.041233153552218e-4,0.00266782519384995,2.6829120615233717,0.01261276066697874,-0.00117952896941888,0.00275880484412857,-8.275623312069324e-4,0.00139418370611837,0.5527996968217306,2.754056558039409e-4,0.00129260991093259,0.8312814194448314,0.0456594846,0.06208244319713595,0.00239323737090826,0.8825098949954979,Hematology,hemoglobin,-0.3072525582493312,1.0395456230369188e-4,-0.30745630544747504,-0.3070488110511873,-30.13517587990497,0,0.002393241940080875,5.1966949020423014e-5
large unstained cell (luc) count,Hematology,3288,3286,-3.0144436361575675,0.0805921833137874,0.00801323777466907,0.019666626495475,-2.714376445347106,0.08068352346547226,0.05689287654269647,0.01880579282688186,-0.3000671908105619,0.01874952179461623,1.7743433495865877e-56,-0.04887963876818094,0.01701797070394281,0.00409015586204126,0.41033485,0.41203483146920034,0.28319092100827564,0.7480677178553822,Hematology,luc,-0.004134447209850328,3.045067273825635e-4,-0.004731269428570309,-0.0035376249911303476,-0.23692942756778979,0.8127189244996402,0.29114781711426674,1.5218383807639628e-4
large unstained cell (luc) differential count,Hematology,3290,3285,-0.27777836912394593,0.07076229793354198,0.02256402295230616,0.01292135743435151,-0.21660732059219995,0.07084358958388967,0.0466264921105145,0.01235865946631423,-0.06117104853330382,0.01426343914550977,1.825913175652442e-5,-0.02406246916158507,0.01269376189523783,0.05805944294353243,0.30644547,0.3168942241319296,0.12240380713845044,0.7812543203182967,Hematology,luc,-0.033528444478161765,3.0446052042958365e-4,-0.03412517613291807,-0.03293171282340546,-1.9215332882491925,0.05470770138745218,0.12302067495904999,1.5216068167985393e-4
lymphocyte cell count,Hematology,4465,4431,1.6289973362637051,0.05019350477774692,0.01760768666203736,0.01396836241119024,1.8458866656499904,0.05014811422589997,0.00967000695791813,0.01382049958177872,-0.2168893293849385,0.01039351501426699,4.1159173145069593e-94,0.00793767970684801,0.0095120740705876,0.4040338644827123,0.27407934,0.25642426656004585,0.28774351654010644,0.7641180343382356,Hematology,lymphocytes,0.06658340215637157,2.2497516921979321e-4,0.06614245892728497,0.06702434538545816,4.439138433340454,9.140879666524881e-6,0.2961043387951251,1.1244799280332846e-4
lymphocyte differential count,Hematology,4719,4654,4.42537124578455,0.00983559884880622,0.00291683624342209,0.00285763463426058,4.409711492101882,0.00998217892388277,-0.00663370451401637,0.00342213421407806,0.01565975367788566,0.00274827192237882,1.2547356475894176e-8,0.00955054075537279,0.00254188807425044,1.7299758587154996e-4,0.048745951,0.09544451116669728,0.09627429646264146,0.6854129586090246,Hematology,lymphocytes,-0.6719243878426164,2.1352581521863018e-4,-0.6723428907502145,-0.6715058849350184,-45.98277851281346,0,0.09657340881587954,1.0672358591248666e-4
mean cell hemoglobin concentration,Hematology,9674,9555,3.388861850894158,0.01048148763460278,1.2008281595913424e-4,6.329208833382441e-4,3.377075422550544,0.01048782436155675,-1.6325943741567775e-4,7.529425258332963e-4,0.01178642843054401,7.907148415274963e-4,6.266528847678943e-50,2.833423197544466e-4,7.134033549269056e-4,0.6912472301735016,0.0248615281,0.03633868708673583,0.0613674852076034,0.9469458106088162,Hematology,hemoglobin,-0.3795620253984918,1.0404602026435213e-4,-0.3797659518509447,-0.37935809894603895,-37.21088668778939,0,0.06144469574640016,5.2012899199001353e-5
mean cell volume,Hematology,9703,9574,3.888088970785499,0.00954800703268106,9.525242443490396e-4,6.566043566096761e-4,3.87895875627017,0.00954848508327162,0.00270050092661997,6.661547701929674e-4,0.00913021451591596,4.839039114560718e-4,1.3478284886312107e-78,-0.00174797669973214,4.4625976460480846e-4,9.00295481025005e-5,0.0183402545,0.01899213748860788,0.05607273486542083,0.9574027715475558,Hematology,mean cell volume,-0.03492742838100419,1.0378753687847848e-4,-0.03513084821533013,-0.03472400854667825,-3.42841990718541,6.083748965426405e-4,0.05613161303813067,5.188336619279859e-5
mean corpuscular hemoglobin,Hematology,9654,9537,2.6779685295752023,0.0083360734679349,0.00111573854534401,6.203512394047121e-4,2.6571607440453344,0.00834434704434959,0.00232076204226009,7.445868275602403e-4,0.02080778523899377,8.112908125782206e-4,2.422856551960968e-142,-0.00120502389155275,7.253605092021981e-4,0.09667671279125378,0.02567778,0.037376966451098,0.10637548108860342,0.9303021422938486,Hematology,hemoglobin,-0.37542925369850066,1.0425198783027992e-4,-0.3756335838399647,-0.3752249235570366,-36.769348747925186,0,0.10677946669577232,5.211590577444236e-5
mean platelet volume,Hematology,7512,7457,1.860989998203808,0.05023398280570581,0.00146419639113675,0.00159433513733281,1.8452386620115695,0.05023415788161633,0.00390252241422537,0.00166070559942346,0.01575133621292042,0.00132857874987095,2.936877332098399e-32,-0.00243832609417044,0.00127265158225455,0.0553942888905702,0.045049298,0.0453726000693074,0.02518799567186152,0.9828455193394796,Hematology,mean platelet volume,-0.007151490220988203,1.3366484143542549e-4,-0.007413468496200894,-0.006889511945775513,-0.6185687209797214,0.5362099264403006,0.025193324416856743,6.681812107443539e-5
monocyte cell count,Hematology,4467,4431,-2.0625363584289795,0.08488468208683254,0.07620342587164866,0.02023037411923469,-1.9076883421438984,0.08487584048302059,0.09417270503469032,0.02024907395495219,-0.1548480162845429,0.01568543557442204,7.517970606405609e-23,-0.01796927916265139,0.01430627872719689,0.2091390930536444,0.4046603,0.40133404690219415,0.24092511070711087,0.7631789246035576,Hematology,monocytes,0.00825292389193109,2.2492496430340648e-4,0.007812079062672456,0.008693768721189724,0.5502866918807217,0.5821365670073602,0.2457559982802216,1.1242270938729624e-4
monocyte differential count,Hematology,4720,4654,0.7552199127941666,0.06925511800017768,0.05866108694497007,0.01231533428923286,0.6842845767548758,0.0692486287137101,0.06980531075741664,0.01223742072547279,0.07093533603878048,0.01132724841243192,3.9866443631635895e-10,-0.01114422381224127,0.01029069909847135,0.2788669305132895,0.301087,0.2924414761331041,0.09961981614262536,0.776094775156349,Hematology,monocytes,0.029133190287388196,2.135033386333881e-4,0.028714731433087698,0.029551649141688695,1.9938189077819677,0.046200778388636676,0.0999513383607261,1.0671219720414043e-4
monocytes,Immunophenotyping,1009,1012,7.95604602943396,0.13773567428498365,-0.03399081105780981,0.02793190304290437,8.026517435301118,0.13764460355464989,0.10095847681656582,0.02888164963982375,-0.0704714058773117,0.03112109619843492,0.02367890339895484,-0.13494928785264013,0.02847488897517692,2.331930592726943e-6,0.3588980419372602,0.42706304,0.10572763185420088,0.8496586271130353,Hematology,monocytes,-0.17389181683301294,9.925580313953739e-4,-0.17583719482711385,-0.17194643883891203,-5.519518471873448,3.837187856348123e-8,0.10612424823957556,4.955401387512388e-4
neutrophil cell count,Hematology,4466,4428,-0.48185587206783015,0.08939210188672224,0.00265864518143579,0.0182264948972503,-0.21561825072232185,0.08953170635680192,0.04874074518816362,0.01918603309726609,-0.26623762134640117,0.0139615054818462,3.001756176089758e-79,-0.04608210000374437,0.0127771923404278,3.1221433692796453e-4,0.31567138,0.39809267193252507,0.2567780777733327,0.8019628982509464,Hematology,neutrophils,-0.2319840485483361,2.2502661557489008e-4,-0.23242509261042582,-0.23154300448624637,-15.464688593431532,0,0.26265597987848655,1.1247328759419637e-4
neutrophil differential count,Hematology,4655,4610,2.2834608545721524,0.06379933460611917,-0.01292618534491181,0.01590270708590511,2.3268470172200715,0.06393894513892112,0.03363961132481801,0.01662386410491634,-0.04338616264814073,0.01067187062764803,4.839787451428406e-5,-0.0465657966684488,0.00977644332224566,1.940535126305997e-6,0.23482893,0.31200594376480745,0.07308311404454323,0.8078653877838081,Hematology,neutrophils,-0.28416599639216855,2.1601115055204975e-4,-0.28458937046750965,-0.28374262231682745,-19.334547992646012,0,0.07321364837454174,1.0796804145972792e-4
platelet count,Hematology,9637,9528,6.900453374026422,0.03676644723444421,0.01011069396503958,0.00474267637139947,7.084548431803866,0.03678317957720115,-0.00519716620520223,0.00489524141331408,-0.18409505778047464,0.00436044034874842,0,0.01530786015908593,0.00400876503324341,1.346952791444705e-4,0.1638227,0.1771764914476666,0.2880756474887782,0.8519962943046827,Hematology,platelet count,-0.07836221105614373,1.0439296084460275e-4,-0.07856681749963865,-0.07815760461264881,-7.669571027243068,1.8207657603852567e-14,0.2964664890837694,5.2186619350798456e-5
red blood cell count,Hematology,9689,9572,2.3133983762810617,0.01106769707769245,-0.00105167298741944,0.00263147134495716,2.3353802963585184,0.01107800507167581,-0.00288496025587862,0.00268993120380326,-0.02198192007151161,0.00141743881183563,7.186925056380393e-54,0.00183328727825126,0.00131420073948261,0.1630394224124347,0.0503148293,0.05950213741144276,0.08688563791265504,0.8739073814890602,Hematology,red blood cell count,-0.1677130152024932,1.0387296009528325e-4,-0.16791660246324752,-0.1675094279417389,-16.45566785617717,0,0.08710527012213756,5.1926472115484474e-5
red blood cell distribution width,Hematology,7553,7496,2.6256197030099857,0.0394497149306463,-0.00507079225146927,0.00237175291320192,2.6449207596403372,0.03945265877410895,0.00377716501003393,0.00245423694320735,-0.01930105662875303,0.00110624883720173,2.0649340616383983e-67,-0.0088479572648518,0.00106199460206847,8.770810947234113e-17,0.032793609,0.04294439727751854,0.05237969936630011,0.9791210932555642,Hematology,red blood cell distribution width,-0.2696730473039608,1.3295411258012997e-4,-0.26993363257621433,-0.26941246203170727,-23.387653714011723,0,0.05242768193462497,6.646284726837697e-5
white blood cell count,Hematology,9368,9229,1.7920072893931662,0.04638965862788455,0.00858346384915116,0.00965376630376736,2.0436527756833565,0.04638494388250013,6.567993425329363e-4,0.00963104715776655,-0.2516454863999749,0.00642575720825122,1.17e-305,0.00792666462353527,0.00599697617587753,0.1862610285299597,0.25821478,0.2455713858350569,0.31467623764116753,0.7889187431881879,Hematology,white blood cell count,0.05020323253844684,1.0758495021324285e-4,0.04999236991075035,0.050414095166143334,4.8401176718629975,1.308034667690805e-6,0.32572716740061236,5.378078950198989e-5
b cell total,FACS,293,288,11.919502650149935,0.06058208276138166,0.01583664353131168,0.03112722254378451,11.781304802953487,0.07243190428545425,0.07455280041146274,0.05214540348430285,0.13819784719666484,0.06242832074332019,0.02731078231380985,-0.05871615688002396,0.05949779835106831,0.32419899773785277,0.2884615,0.526126304291116,0.07923061474973168,0.7545950510763598,Immunology,B cells,-0.6010099260037388,0.0034785238959467637,-0.6078277075591564,-0.5941921444483212,-10.190233817339179,0,0.07939703181532515,0.0017301038062283738
b cells,Immunophenotyping,751,754,12.200722408940122,0.18186360710265073,0.01680793024174995,0.01670562522062151,12.21726773819748,0.1818417836564187,-0.00216956074756451,0.01588552615910635,-0.01654532922914398,0.02230890104263794,0.4584478331741777,0.01897749098861662,0.01897049271104368,0.3173357244806798,0.2281913528974828,0.2651172,0.02553632229840593,0.914016583757956,Immunology,B cells,-0.14998477806976238,0.0013342281592457828,-0.15259981720904328,-0.14736973893048147,-4.10612469261818,4.2399725973751856e-5,0.02554187524846056,6.657789613848203e-4
b1 total,FACS,293,288,9.074512899994524,0.08032976849508508,0.03995072570407195,0.03481064042295168,8.773564443193512,0.08388465415075572,0.03116931151360643,0.04394732143136855,0.3009484568010175,0.05800994223819693,3.124172766810322e-7,0.00878141419044404,0.05450169655172402,0.8720641108903883,0.328759,0.425616537825926,0.15932929978700394,0.8777271713538549,Immunology,B cells,-0.2582440834369686,0.0034785238959467637,-0.2650618649923862,-0.25142630188155096,-4.378575924136713,1.4177364398015868e-5,0.16069845058363358,0.0017301038062283738
b1b cells,Immunophenotyping,742,745,8.689964288336778,0.28177409481363974,0.00426480909137557,0.02477130303268788,8.586674398824826,0.28188380591555007,0.00999327223735331,0.02633010238067076,0.10328988952397586,0.03009733384631189,6.203329401338944e-4,-0.00572846314587101,0.0268997876118561,0.8313985180903884,0.27130685986263725,0.38021374,0.04502920142165925,0.9499812822863136,Immunology,B cells,-0.3374803282360454,0.0013504444339075535,-0.3401271506896268,-0.334833505782464,-9.183539604306675,0,0.04505967267215255,6.738544474393531e-4
b2 immature + mzb,FACS,268,283,9.233157405892266,0.0768382837179195,0.0474127357472191,0.03075626646645017,9.09736979972092,0.08464272493584539,0.05300833273499432,0.05066098047915329,0.13578760617134883,0.06038402672572986,0.02499885866547246,-0.00559559698775696,0.05795536435783388,0.9231254524063844,0.2729488,0.5045629958753182,0.0578831667587481,0.8436473060063933,Immunology,B cells,-0.6143073899618757,0.0036725067385444746,-0.6215053709024035,-0.6071094090213479,-10.136883122401274,0,0.057947942122571254,0.0018248175182481751
b2 mature,FACS,268,282,11.733082979367596,0.0680872690015995,0.02312612539391122,0.03936636057090118,11.5948551210542,0.07898643538496795,0.0843585094576017,0.05986562885713276,0.1382278583132774,0.07284780621358475,0.05838672315157893,-0.06123238406377873,0.07006988605158335,0.382639853670277,0.3576649,0.5970362085421583,0.07260914568977506,0.7137416512584832,Immunology,B cells,-0.5122865700921023,0.0036789071481706905,-0.5194970956049838,-0.5050760445792208,-8.446048234693837,2.220446049250313e-16,0.07273715145180225,0.0018281535648994515
b2 total,FACS,293,288,11.845051200498007,0.06309884638062722,0.01827960181711068,0.03359933365481886,11.71633525778223,0.07636126607724007,0.08120733344232976,0.05634084166884357,0.1287159427158397,0.06739552845566828,0.05673736697753767,-0.06292773162520418,0.06428618341470448,0.32812987949940053,0.3118801,0.569376900655203,0.0710051476125816,0.7375941203718104,Immunology,B cells,-0.601954035108096,0.0034785238959467637,-0.6087718166635135,-0.5951362535526784,-10.20624136081928,0,0.0711248395120245,0.0017301038062283738
cd24+ cd4 t cells,Immunophenotyping,74,77,7.186629568197721,0.2029629019768088,0.04913900916507505,0.09402383911227452,7.08206738515795,0.19968450806200547,-0.11134004007093878,0.08498947059360175,0.10456218303956216,0.0887163299877842,0.2408842677691245,0.16047904923585876,0.083911411915599,0.05819791911475003,0.28261773,0.31010403671605746,0.09489420377729596,0.9554532212097316,Immunology,cd4 t,-0.09252713958689507,0.013799010277883519,-0.1195727027538448,-0.06548157641994534,-0.7876715644702432,0.43214007145412836,0.09518059062843613,0.006756756756756757
cd24+ cd8 t cells,Immunophenotyping,74,77,7.362102893699595,0.17121544993049884,0.05517525356973767,0.0979921805903132,7.25676948775242,0.16695337637000157,-0.0651071322766797,0.08847109004219533,0.10533340594709038,0.09199061370893956,0.25446905639228273,0.1202823858463435,0.0871579319142989,0.1701366855199921,0.29597591,0.3209977044049007,0.08355427964460896,0.9252060003342698,Immunology,cd4 t,-0.08087040907649698,0.013799010277883519,-0.1079159722434467,-0.053824845909547246,-0.6884393262455817,0.49224664273377106,0.08374953785090809,0.006756756756756757
cd4 cd25- nkt cells,Immunophenotyping,546,539,7.272676559128736,0.3180728485525763,0.03733860568867372,0.04163813534066592,6.987781015856883,0.31799424829088496,-0.0090359005226065409,0.03828799757539137,0.2848955432717239,0.0400531319311579,2.375861185988105e-12,0.04637450620360037,0.03969726324062011,0.2430452015017706,0.35554522,0.3727937362587748,0.1409976471144744,0.9225608630283848,Immunology,cd4 nkt,-0.047384864018039916,0.0018536461339710287,-0.05101794368070504,-0.043751784355374794,-1.1005916758852816,0.2713189721671232,0.14194331332762805,9.242144177449168e-4
cd4 cd25- t cells,Immunophenotyping,686,685,10.491159123985838,0.15775946300527624,-0.03688074950751516,0.02025700393275697,10.51624630107709,0.15768813670053755,-0.01209536880875228,0.02019802633264772,-0.02508717714451922,0.02789144167790131,0.3686096890313789,-0.02478538069691697,0.02456225573704735,0.31316076221640166,0.2641841624,0.33323825648796307,0.03358666851726953,0.857916249977748,Immunology,cd4 t,-0.23221234770460808,0.0014652022515811304,-0.23508409134777408,-0.22934060406144208,-6.066476513942653,1.6890981946460215e-9,0.03359930637942577,7.309941520467836e-4
cd4 cd25+ nkt cells,Immunophenotyping,612,608,3.996373555127157,0.4216493487681712,0.04327226579274559,0.03744843027927166,3.8676080002219746,0.42145229306887294,-3.2608259239120336e-4,0.03404831248157776,0.1287655549239924,0.04286507056771225,0.00273429813126385,0.04359834838566184,0.04085031641084098,0.286119305679279,0.42144658,0.4117175927226231,0.03996362301303573,0.9488729822138884,Immunology,cd4 nkt,0.023349943588949804,0.0016474643433891083,0.020120972810093223,0.026578914367806385,0.575278076708462,0.5652095005530584,0.03998491860643547,8.216926869350862e-4
cd4 cd25+ t cells,Immunophenotyping,686,685,8.136383862269968,0.32759284153344875,0.00666158023456473,0.03069383139211217,8.197767015516664,0.3275679794752136,-0.04986570746834802,0.0330466849491722,-0.06138315327603164,0.03392577501072058,0.07067714801260784,0.05652728770083365,0.03137435190821454,0.07187133691348886,0.29311306,0.4131594269543616,0.02625551764027403,0.9452919073724664,Immunology,cd4 t,-0.3432762086679044,0.0014652022515811304,-0.34614795231107043,-0.3404044650247384,-8.967985889915681,0,0.026261553236534955,7.309941520467836e-4
cd4 cd44-cd62l- t cells,Immunophenotyping,447,444,7.671768446487791,0.5717066773514611,-0.01099769524283792,0.04269979868155076,7.662862795908129,0.5719739171445865,0.02503487140388536,0.04473091860588036,0.00890565059502641,0.05210438524673792,0.8643373903796862,-0.03603256666345005,0.05002893790333815,0.4716252458311426,0.3907268159562117,0.5231237,0.01220611690887245,0.9465219705998336,Immunology,cd4 t,-0.291816981521329,0.0022599129741986885,-0.29624632955895325,-0.2873876334837048,-6.138534530664139,1.253574577475547e-9,0.012206723156631969,0.0011261261261261261
cd4 cd44-cd62l+ nkt cells,Immunophenotyping,686,685,2.760884360610779,0.5321785333113911,0.04616376715445875,0.07830623189258122,2.6312706712402556,0.5318860497617673,-0.05482944465058705,0.07881635075054155,0.12961369228170408,0.04653109887303713,0.00543771501375442,0.10099321150904066,0.04482619553723667,0.0244598446659511,0.45042965,0.5100076824518754,0.0483451464368392,0.9516502393727192,Immunology,cd4 nkt,-0.12422495761252887,0.0014652022515811304,-0.1270967012556949,-0.12135321396936286,-3.245338997909684,0.0012014658618824114,0.04838286429384042,7.309941520467836e-4
cd4 cd44+cd62l- nkt cells,Immunophenotyping,686,685,6.985893178204112,0.2947942614047141,0.04023890998411646,0.03786309887199855,6.670490028935573,0.29442565234909046,-0.04163047384548204,0.03690001815701271,0.31540314928174545,0.03907770459513663,1.846482062611616e-15,0.08186938383227856,0.03621649767010149,0.02398561987937531,0.39186833,0.41752544822456866,0.1471127352639997,0.9294685991603192,Immunology,cd4 nkt,-0.06342067916416756,0.0014652022515811304,-0.06629242280733358,-0.06054893552100155,-1.6568458329232927,0.09777978809312993,0.14818801193566522,7.309941520467836e-4
cd4 cd44+cd62l- t cells,Immunophenotyping,686,685,9.241388898480276,0.19222858480292432,-0.02883205257449286,0.02169070947615043,9.242174732778436,0.192105579758463,-0.00407648674024824,0.02136320407178398,-7.858343062112628e-4,0.02877376949885148,0.9782169076810348,-0.02475556584515121,0.02547408140896255,0.33137091284236364,0.275720759,0.3347470863919646,0.02631259128285712,0.8922578621378181,Immunology,cd4 t,-0.19398774330247914,0.0014652022515811304,-0.19685948694564515,-0.19111599965931314,-5.067870422783175,4.5728357744856396e-7,0.02631866633580497,7.309941520467836e-4
cd4 cd44+cd62l+ nkt cells,Immunophenotyping,686,685,4.95621983234148,0.5106608165838986,0.02254853526738094,0.03290723688765969,4.8806872589061365,0.5103895450718182,-0.01041452747633291,0.02985845259158768,0.0755325729452916,0.0361306277899542,0.03680296890424674,0.03296306278397056,0.03324539582502749,0.32166027791175256,0.38909301,0.3579998774001407,0.02535078018095577,0.963239704751549,Immunology,cd4 nkt,0.08328469794442772,0.0014652022515811304,0.0804129543012617,0.08615644158759374,2.1757872440676094,0.029741733437390172,0.025356212937467832,7.309941520467836e-4
cd4 cd44+cd62l+ t cells,Immunophenotyping,591,594,9.20421738351771,0.5476361871852057,-0.0456146923010344,0.0313632630280363,9.26079853210167,0.547420480940904,-0.03311450797672048,0.03246369196227809,-0.05658114594553441,0.03724534987917983,0.12906694341934724,-0.01250018431264039,0.03398713551940212,0.7131126518254776,0.3272538816,0.41124344511908345,0.02354350765272672,0.959286861899896,Immunology,cd4 t,-0.22844478059719409,0.0016963638247177043,-0.2317695925983174,-0.22511996859607078,-5.546534755634122,3.5921632335345066e-8,0.023547859129969775,8.460236886632825e-4
cd4 effector,FACS,300,298,9.496092982271158,0.04054012615166773,0.08478973406288465,0.03233309395976481,9.196989510816778,0.05353898691730471,0.07129073363752614,0.04839472397269557,0.29910347145443583,0.05918967836200213,6.084034597375102e-7,0.01349900042537095,0.05728604242338769,0.813806161362762,0.3184624,0.50955188173071575,0.21497747099293163,0.5258579853323625,Immunology,cd4 t,-0.4700386750969804,0.0033784169377389715,-0.47666025061970885,-0.4634170995742519,-8.086804993019266,3.552713678800501e-15,0.21838419823371838,0.0016806722689075631
cd4 nkt cells,Immunophenotyping,689,688,7.2734872685791725,0.2481184740812918,0.02809198747332689,0.03494295159891077,7.006633097455507,0.24778036847626972,-0.0261852070180039,0.03431074964017498,0.2668541671066059,0.03539389111302947,9.945330823065409e-14,0.05427718807489401,0.0329428833487414,0.09972178016419442,0.35553,0.38260709589921743,0.1475332032863145,0.9140390923815942,Immunology,cd4 nkt,-0.07340003352097844,0.001458789981060203,-0.07625920934486431,-0.07054085769709258,-1.9217631978038745,0.05484204054320507,0.14861780828955592,7.27802037845706e-4
cd4 resting/naive,FACS,300,298,10.127442893266762,0.05677843463889927,0.02342139614939349,0.04234626249002182,9.988442346081612,0.06458933524551988,0.03954971387170319,0.05358872765447359,0.13900054727804048,0.06986930391249972,0.04719307155293888,-0.01612831766103501,0.06688149015796355,0.8095387135391482,0.4159304,0.54794441773321,0.08692204635805946,0.5941274258588101,Immunology,cd4 t,-0.2756673293090304,0.0033784169377389715,-0.28228890483175884,-0.2690457537863019,-4.742732998744414,2.6412410734089065e-6,0.08714195562666677,0.0016806722689075631
cd4 t cells,Immunophenotyping,689,688,10.660265603797118,0.14962416393371095,-0.0282135080564629,0.0199172223942183,10.688977305756154,0.14956088390683964,-0.01589521613502531,0.01993607734475829,-0.02871170196694207,0.0274906203246005,0.29652504612851915,-0.01231829192102546,0.02424582226489466,0.611515899167147,0.2616241,0.3308123683285471,0.02856361813908206,0.8437951892773572,Immunology,cd4 t,-0.23464367490522273,0.001458789981060203,-0.2375028507291086,-0.23178449908133686,-6.143451949533968,1.055368681335267e-9,0.028571390108301245,7.27802037845706e-4
cd4 t cells total,FACS,300,298,10.866094081008118,0.04054264653873923,0.04354679630123989,0.02917983511856317,10.696849379834832,0.04745507887549308,0.05353504420437593,0.0391536753528744,0.1692447011891121,0.04995024937481035,7.584275943598687e-4,-0.00998824788918772,0.04782838000326115,0.834661288973539,0.284159,0.4017521540200637,0.13426868386003435,0.615813009406719,Immunology,cd4 t,-0.3463128391137045,0.0033784169377389715,-0.35293441463643294,-0.339691263590976,-5.958157370589896,4.364856254213123e-9,0.13508439446026996,0.0016806722689075631
cd44+ t-regs,Immunophenotyping,74,77,6.414289936146716,0.34640847372911654,0.07882462028093838,0.09723358989200732,6.44323989900805,0.3446804361722147,-0.01182075067594606,0.08910124101659542,-0.02894996286136609,0.09379898235020467,0.7581318132213848,0.09064537095682389,0.08842551879118378,0.30737602986259854,0.28922689,0.3366368575949083,0.02890924712944803,0.984495758558664,Immunology,cd44+ t-regs,-0.15150781208705089,0.013799010277883519,-0.1785533752540006,-0.12446224892010116,-1.2897663962041823,0.19913008554525646,0.028917304752402697,0.006756756756756757
