parameter_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,group_sd,g_slope_sd,batch_sd,f_sd,m_sd,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd
mean sr amplitude,4055,4042,-0.370721274262141,0.511248079351276,0.817216705716161,0.331626225580972,-0.513524743281845,0.511290320368496,1.10169466084062,0.324570455801194,0.142803460700853,0.0186842302160652,2.3996705358584303e-14,-0.28447792235243,0.184216831206588,0.122570664854275,1.2203681,0.5056137,0.5847056,0.7602408,0.800113360852848,Heart,mean sr amplitude,-0.05111859065773389,2.471888719730896e-4,-0.05160307194418023,-0.050634109371287546,-3.2513551746813287,0.0011532627927390848
pnn5(6>ms),1294,902,0.0471974148865847,0.0899046863501855,-1.37024708035144,0.357587039676782,-0.165532304115392,0.0914965296423555,-0.478211693257454,0.356715726740068,0.212729719996833,0.0405697980905889,1.79859451611182e-7,-0.892035396849358,0.438390554207944,0.0420458914927831,0.1635255,0.2927286,0.3933866,0.8837037,0.893302369317049,Heart,pnn5(6>ms),-0.010972174424248714,9.434701953888003e-4,-0.012821342027697729,-0.009123006820799699,-0.35721411421385707,0.720965875576566
pq,4059,4044,-0.284333472293109,0.183424467622673,-0.814856357011056,0.421888339685563,-0.272667937561542,0.183393222472079,-0.0606638249704229,0.409071410138914,-0.0116655345695387,0.0219542523574007,0.595188274150535,-0.754192533706947,0.21914496421559,5.8175975632273e-4,0.4176967,0.7894907,0.2488224,0.9864289,0.927067605489441,Heart,pq,0.06206430005494128,2.4700591130263905e-4,0.06158017736481961,0.06254842274506295,3.949009590617035,7.914009554710333e-5
pr,6520,6465,0.948080961809711,0.594009205260246,-0.018032117125609,0.100005709737685,0.908239752140761,0.594004153639564,0.229629313102875,0.0914639679009675,0.0398412096621843,0.0114806283237718,5.2184862673986e-4,-0.247661430252031,0.109560553248235,0.0238095687144132,1.8761151,0.08769768,0.20573003,0.64471560000000006,0.613227298653465,Heart,pr,0.050072971958843644,1.5409784385546512e-4,0.049770945734791655,0.05037499818289563,4.033713862146757,5.5216391459111946e-5
qrs,6518,6464,0.446174787103939,0.38665774255886,-0.293519791936433,0.219957934585007,0.372570798672002,0.386663228669303,-0.105370771457769,0.219096726773093,0.0736039882441754,0.0126420871008856,5.97038501966472e-9,-0.18814902360221,0.119333593683062,0.114901181187408,1.2139595,0.5273418,0.4205163,0.6547269,0.687997357642307,Heart,qrs,-0.04956743659630255,1.541333721675944e-4,-0.04986953245456674,-0.04926534073803836,-3.992529370786676,6.573217341987458e-5
qtc,5322,5267,0.843138225676627,0.509676412089457,-0.123599394415144,0.116878684256677,0.839461212712246,0.509675577052659,0.0424748609676396,0.116037975697108,0.00367701281429179,0.00499454743617056,0.46162428038985,-0.166074256850408,0.0487778679538788,6.6515530597247e-4,1.6090697,0.2810516,0.2799187,0.2337817,0.231103202050034,Heart,qtc,0.01152241890215093,1.88987434505309e-4,0.011152010336989902,0.011892827467311958,0.8381605103838092,0.40195948423711747
qtc dispersion,4557,4529,-0.0621064575944283,0.428828235344888,-0.391125840566619,0.259664135329743,-0.0561217960121815,0.428821185938429,-0.461990689538438,0.252692408686444,-0.00598466158617177,0.0134612541761137,0.656632195818609,0.0708648489872221,0.134774991980565,0.599040856757405,1.0481341,0.5086045,0.1726154,0.6376454,0.605505411045113,Heart,qtc dispersion,0.05171815077848458,2.2026641173983103e-4,0.05128643654447064,0.05214986501249852,3.484727715335517,4.94962069086613e-4
respiration rate,2315,1595,-0.393162573966305,0.528647562771964,0.538834024030994,0.229418641851491,-0.274046513564999,0.528848381190765,0.841598394548927,0.16841909669105,-0.119116060384255,0.0255679152224031,3.31029804097071e-6,-0.302764370848873,0.276799082633209,0.274122730039727,0.83684799,0.03488402,0.3041538,0.76438613,0.527180453085781,Heart,respiration rate,0.37143235422220583,5.303333275373407e-4,0.37039292000043134,0.3724717884439803,16.128919371998204,0
rmssd,4059,4044,0.17425637315042,0.0630589321315916,-1.06392783943941,0.183008988429496,-0.00841875656733777,0.063145010599515,-0.543316172660894,0.170105970083844,0.182675129602234,0.020137888408378,1.49727515675451e-19,-0.520611666704512,0.199314093942377,0.00901981913122685,0.1066435,0.1231762,0.4890452,0.8401583,0.861433067798517,Heart,rmssd,-0.025007491443337766,2.4700591130263905e-4,-0.025491614133459434,-0.024523368753216097,-1.591169536425826,0.11161044526497532
rr,6520,6465,1.07520510719828,0.652688785660981,-0.500190951102351,0.205708955413135,1.00522920292501,0.6526867559895,-0.285382928179045,0.204594914610108,0.0699759042706024,0.00666941853696698,1.2371642927184899e-25,-0.214808023052054,0.0632330990854389,6.8346782960964e-4,2.0627627,0.5859753,0.1872466,0.3663079,0.347001553832371,Heart,rr,0.05414432572657669,1.5409784385546512e-4,0.0538422995025247,0.05444635195062868,4.361688725394469,1.3005755739925462e-5
st,5646,5636,-0.0514121395596587,0.451540277752333,-0.0208859466156878,0.0743964322354291,-0.0608105568440562,0.451540598856321,0.196778284676826,0.0717449182657845,0.00939842053280951,0.00578950973391972,0.104546589295759,-0.217664230252683,0.0537744768057438,5.21225974478155e-5,1.3361432,0.1577837,0.4756385,0.291162,0.275970330051946,Heart,st,0.053586295878132045,1.7736800044068304e-4,0.053238660985258424,0.05393393077100567,4.023612074060641,5.768636966285712e-5
stroke volume,3036,2033,0.264649078735534,0.523172866137624,1.89590977328229,0.176803900640584,0.516927160278965,0.523295677674644,1.60801545112888,0.1911099245157,-0.252278081545986,0.021244580265854,5.21920301894879e-32,0.287894322054919,0.228494352055947,0.207753471052569,0.9056939,0.1321162,0.2925855,0.58739672771838,0.6329718,Heart,stroke volume,-0.07480687556718366,4.111586992994954e-4,-0.075612731809741,-0.07400101932462631,-3.6892388581761644,2.272851725648728e-4
basophil cell count,3423,3463,-0.444603762362464,0.160928662644971,0.299379807234065,0.176902866457785,-0.137918011539849,0.160763639642167,0.64829760566158,0.170979102555916,-0.306685750903763,0.0207063007033244,9.78694844855317e-49,-0.348917798913934,0.219249579093317,0.111570624640931,0.7343953,0.1554255,0.4978829,0.8100261,0.747309863175717,Hematology,basophil count,0.0805882502650741,2.907075009295879e-4,0.08001847403321646,0.08115802649693174,4.7265429382827016,2.3291323301144473e-6
basophil differential count,4218,4256,-0.0489567605421573,0.164610494401075,0.0824081378892032,0.163589243012455,-0.0754661214317023,0.164562072023943,0.340606087216042,0.158652198865681,0.0265093608658195,0.0127330754520663,0.037384620066486,-0.258197949285559,0.120806731443095,0.0326091487317675,0.7952852,0.5215397,0.4241692,0.550429365410341,0.497372,Hematology,basophil count,0.10136146087597811,2.3618803445980076e-4,0.1008985408348576,0.10182438091709863,6.595442146927609,4.4939163501567236e-11
eosinophil cell count,4236,4278,-0.385836486600472,0.219943913485621,-0.0550673081521992,0.137694407411461,-0.113240204977813,0.219930232168491,-0.0868874106182388,0.133131660209853,-0.272596281624894,0.0141413770090048,8.60499429965695e-81,0.0318201025275893,0.129293327791863,0.805605704375522,1.0116251,0.3104436,0.3592363,0.6059071,0.593983450727672,Hematology,eosinophils,0.019876376213526028,2.3507860129890046e-4,0.019415630621444132,0.020337121805607924,1.2963750359704291,0.19488145317685301
eosinophil differential count,4669,4651,-0.140199198255673,0.187480335080846,-0.307471751851231,0.20869044277533,-0.144997270723449,0.187474073969378,-0.237065141109062,0.207713217303459,0.00479807246678012,0.0103800725543216,0.643922769669177,-0.0704066107788265,0.0965142239294705,0.465720712891389,0.894825,0.8567178,0.2958985,0.4610608,0.444794171168576,Hematology,eosinophils,0.03591786805442666,2.1473131519403191e-4,0.035497002410293445,0.03633873369855988,2.451110321024038,0.014259868795059916
eosinophils,1086,1076,-0.0463928365972249,0.225610678479643,-0.307115410828847,0.182446567821381,-0.11770723321791,0.225810460126932,0.194785357244949,0.18458093704978,0.071314396621649,0.022409721895033,0.00148687089819706,-0.501900768073672,0.220125138485398,0.0227238308248069,0.58434362,0.01081646,0.69358335,0.426820499841676,0.52130189,Hematology,eosinophils,-0.19997007025830632,9.276637416860934e-4,-0.20178825778177473,-0.19815188273483791,-6.565528759732801,6.473843683352243e-11
hematocrit,10122,10015,-0.221580218783429,0.140751702301595,-0.018458173981804,0.15882195343284,-0.112271711631144,0.140786812884901,0.159655301829979,0.16062745395736,-0.109308507054909,0.00820114365627631,2.4844556532844498e-40,-0.178113475977637,0.0726634103150861,0.0142472615405212,0.8805963,0.837248,0.9169523,0.4829381,0.578755315085541,Hematology,hematocrit,-0.18099182907624922,9.93520691466317e-5,-0.18118655555356616,-0.18079710259893228,-18.158104486176683,0
hemoglobin,10123,10015,-0.199411588662227,0.110644166318788,0.104878880801494,0.190960694434251,-0.190474892963593,0.110722684080913,0.364668106467997,0.194119627575059,-0.00893669565013209,0.00836135562128424,0.285170256804006,-0.259789219970937,0.0736401110315542,4.2006400428761e-4,0.6745318,1.0337281,0.9231243,0.4481603,0.623553017649345,Hematology,hemoglobin,-0.3302833458634908,9.934718653820948e-5,-0.33047806277107106,-0.3300886289559105,-33.13667201403173,0
large unstained cell (luc) count,3168,3252,-0.198732124223389,0.12001498220504,0.0664650124541693,0.205724460810195,0.38361505057712,0.120010197705984,0.874894910961925,0.198084501881377,-0.582347174801988,0.0190956848030007,1.3966058155618999e-189,-0.808429898502374,0.19023050844061,2.17375999654368e-5,0.4465763,0.4312569,0.5165123,0.701831476961372,0.6945641,Hematology,luc,0.010412943723699785,3.118713887904262e-4,0.00980168703386206,0.01102420041353751,0.589638393353481,0.5554538619762357
large unstained cell (luc) differential count,3342,3333,0.014128669892241,0.134467202012708,0.581738231652088,0.170945820108381,0.233092921666131,0.134475811161108,0.492987069844033,0.165802663427233,-0.218964251773898,0.016900598557195,6.90383271556176e-38,0.0887511618079955,0.164165098056713,0.588788467276281,0.5033784,0.3251468,0.5490462,0.630171,0.630961866141536,Hematology,luc,-0.0012546202983797772,2.9989558291445087e-4,-0.0018424048400147463,-6.66835756744808e-4,-0.07244814583770631,0.9422474418513866
lymphocyte cell count,4580,4542,-0.152841523978855,0.11655624962952,0.103708115071155,0.145731981509941,0.377277755651767,0.116495404114335,-0.199595116268688,0.13696951120872,-0.530119277955962,0.0152732087863593,1.02382393181787e-245,0.303303230749147,0.140981822604076,0.0314778709447203,0.5147064,0.3356914,0.5043059,0.6897101,0.641515215426845,Hematology,lymphocytes,0.07243754752893199,2.193982836007292e-4,0.07200753479480465,0.07286756026305932,4.890430883827332,1.0233455456365448e-6
lymphocyte differential count,4876,4812,0.124647669140576,0.101662083429257,0.00517843429001643,0.0955824413310157,-0.0656261478782785,0.102242383046902,-0.605311678889202,0.140633520155308,0.19027381721154,0.0162290014376385,1.6968648793010898e-31,0.610490115212604,0.147127881837225,3.36709347438174e-5,0.4804749,0.102128,0.4442177,0.4710541,0.934212261254128,Hematology,lymphocytes,-0.6847320889587323,2.0657791710656753e-4,-0.6851369742362624,-0.6843272036812021,-47.64076578917574,0
mean cell hemoglobin concentration,10112,10014,0.0643970939496737,0.115503810453452,0.0357241838540549,0.0385715889420591,-0.0724324432819674,0.115546030532419,0.0874320895863635,0.0490714079660192,0.136829537245779,0.00613700325480731,1.30709441454412e-108,-0.0517079057379044,0.0535327991364848,0.334102170757124,0.70485576,0.00607941,0.97175756,0.30700375,0.480380809793399,Hematology,mean cell hemoglobin concentration,-0.4477196647871368,9.940593688025377e-5,-0.44791449684327156,-0.4475248327310021,-44.90554881720705,0
mean cell volume,10142,10033,0.243790837430445,0.15538294719842,0.225551114409065,0.0787034136563828,0.131917212006549,0.155387786351797,0.230707793722324,0.0789965856418185,0.111873625394807,0.00507218086985758,2.2937525951762697e-106,-0.00515667933268875,0.0451463603583403,0.909063612712298,1.0035457,0.3556364,0.6140153,0.3172408,0.341820932090402,Hematology,mean cell volume,-0.07462643852091576,9.916497671400435e-5,-0.07482079830380296,-0.07443207873802855,-7.493997755556394,6.972200594645983e-14
mean corpuscular hemoglobin,10092,9996,0.216016046758257,0.105358987593587,0.170693410085007,0.0483716896689763,-0.0494033269799471,0.105421179383451,0.283318266032224,0.0595305023089376,0.265419374704212,0.00747411892773826,8.795087050723899e-267,-0.112624855814266,0.0654105703945373,0.0851208387011154,0.62496589,0.01238758,1.09880386,0.38711246,0.575867121155335,Hematology,mean corpuscular hemoglobin,-0.3971621726119204,9.959395007965582e-5,-0.3973573731671546,-0.3969669720566862,-39.79709748956055,0
mean platelet volume,7855,7779,0.0738639326742885,0.187473131189015,0.0696602892797737,0.0479651399991396,0.0186292669022204,0.187471517569671,0.115594477266712,0.0489483921499095,0.0552346657363967,0.00367863917894262,1.48152703170197e-50,-0.0459341878343577,0.0381975023464202,0.229173553967256,1.0726894,0.1627999,0.2283466,0.209398,0.211491066794157,Hematology,mean platelet volume,-0.009946635289701012,1.279784553331279e-4,-0.010197468452951011,-0.009695802126451013,-0.8792406569180208,0.379284319556044
monocyte cell count,4582,4542,-0.107631895090363,0.118973861294251,0.723567535706097,0.153782685031911,0.251891417005094,0.118979080249193,0.484138185776019,0.152104319218868,-0.359523312095577,0.0140902157811203,4.8894551881905895e-138,0.239429349929304,0.130156894958666,0.0658729004673299,0.529191,0.414838,0.4323427,0.6131191,0.608846100015722,Hematology,monocytes,0.006992718724836011,2.1935056931311997e-4,0.006562799508993939,0.0074226379406780825,0.47214639338509035,0.6368335939223706
monocyte differential count,4868,4804,0.0943109399584903,0.150282628915941,0.841817817199615,0.168880491400749,0.105916059489669,0.150271856298206,0.672113487940144,0.166567499155815,-0.0116051195675173,0.0131989592081196,0.379294002495724,0.169704329420127,0.123368842912923,0.16898745918398,0.711017,0.559638,0.4239184,0.5954705,0.576684529094976,Hematology,monocytes,0.032055105665030885,2.0691989271676657e-4,0.03164955012762113,0.03246066120244064,2.228415089230922,0.025875748882370875
monocytes,1045,1040,-0.132441770660484,0.131234722224584,-0.466499994185128,0.223158406082548,0.00803528260274418,0.131661415823628,1.14664514334269,0.223007213890341,-0.140477053613522,0.025759954377113,5.67884368380047e-8,-1.61314513469842,0.252932869193722,2.31624260387227e-10,0.3183178,0.1658242,0.8055135,0.486101288528729,0.5889878,Hematology,monocytes,-0.19199076919591596,9.620065262818888e-4,-0.19387626734032093,-0.19010527105151098,-6.190009840320028,7.224785214532403e-10
neutrophil cell count,4605,4569,-0.161323026762089,0.131707740430338,-0.00533450525911821,0.132192754031846,0.274623545062711,0.131809574034943,0.286808188264255,0.139601136962518,-0.435946571823185,0.0134249290645354,3.0052816271547292e-217,-0.29214269354759,0.123152048216013,0.0177057776146507,0.6043777,0.3430436,0.4363309,0.5208442,0.638506297559053,Hematology,neutrophils,-0.203681438375206,2.1815345096487217e-4,-0.20410901128220027,-0.20325386546821173,-13.790195068906531,0
neutrophil differential count,4824,4786,-0.0530869630559873,0.130003321025486,-0.0610834177246865,0.12849632509221,0.0602070285124176,0.130130798968593,0.546753885370236,0.139014890891699,-0.113293991556117,0.0133247290910479,2.1820407709402702e-17,-0.607837303109916,0.122680048222233,7.39051530011898e-7,0.6305302,0.3417854,0.5227901,0.4990369,0.661686368120723,Hematology,neutrophils,-0.28211246257281075,2.0824982415639849e-4,-0.2825206247279441,-0.2817043004176774,-19.549243236604365,0
neutrophils,1086,1076,-0.0175753784210435,0.201599485364023,-0.290888328399645,0.245631737873071,-0.00684926836916199,0.202059926282147,-0.060632848903045,0.256765469988411,-0.0107261100527819,0.0250074492773424,0.668036925504688,-0.230255479496043,0.2438958186633,0.345263140317054,0.5152305,0.3368816,0.7861836,0.436580189984296,0.6107053,Hematology,neutrophils,-0.33564675175350195,9.276637416860934e-4,-0.33746493927697035,-0.33382856423003354,-11.020141158634093,0
platelet count,10074,9980,-0.484425437238531,0.114253173757745,0.100004235659326,0.0778985507816276,0.128666361361207,0.114268658633799,-0.319554119837839,0.0781498536589035,-0.613091798578231,0.00910458170386152,0,0.419558359109288,0.0809233371763531,2.18846080108283e-7,0.7023348,0.153015,0.8690198,0.574484,0.620326069224454,Hematology,platelet count,-0.07677347906264642,9.976276784036509e-5,-0.07696901049461156,-0.07657794763068128,-7.6864707102664225,1.5765166949677223e-14
red blood cell count,10127,10027,-0.405590072017843,0.118558851622656,-0.0771019341225841,0.219847589794135,-0.205598557040012,0.118629988427529,0.133781340414612,0.222106768245885,-0.199991514956424,0.00975172433994397,2.18952299108509e-92,-0.210883273961233,0.0863198188212268,0.0145736685942554,0.7186139,1.1872437,1.0452474,0.5636689,0.696251172242632,Hematology,red blood cell count,-0.21124394521025183,9.92678811468832e-5,-0.21143850668212133,-0.21104938373838233,-21.202149564407993,0
red blood cell distribution width,7897,7820,0.186239505106316,0.203180463246674,-0.17878187454883,0.0642550813218046,0.287847428499937,0.203187098456515,0.0869092809746273,0.0681116611717846,-0.101607923397464,0.00413235763460947,1.09709673545848e-130,-0.265691155515639,0.0428827450239205,5.96595232784018e-10,1.1646471,0.2717959,0.1663987,0.2058243,0.270682927164287,Hematology,red blood cell distribution width,-0.2739258571001438,1.273024022176401e-4,-0.2741753652236358,-0.2736763489766518,-24.278101890506093,0
white blood cell count,9757,9631,-0.379215145486732,0.112852117125951,-0.0459633050565658,0.133392380764451,0.249536089413483,0.112838684003982,0.0284854733073685,0.13050621414965,-0.628751234917353,0.0102276251311149,0,-0.0744487783379995,0.0915194963358341,0.415957530765696,0.6789843,0.4930632,0.4954942,0.6846815,0.649965124884796,Hematology,white blood cell count,0.05203438835839072,1.031928865121456e-4,0.05183213401736619,0.052236642699415255,5.122306643104523,3.047125798349981e-7
b cells,787,782,-0.0773825967727868,0.207879377117643,0.195633351483875,0.216455438998091,-0.0289384943745383,0.20808847533649,-0.0126310527946599,0.208396086623973,-0.0484441025413892,0.0226062827597521,0.0323112317714151,0.208264405058778,0.223215881192616,0.350992231432117,0.4881236,0.2066539,0.8269547,0.382486,0.454001577766096,Immunology,B cells,-0.17141271542317826,0.0012796036257892115,-0.173920692444212,-0.16890473840214454,-4.791873049443065,1.8087548006029408e-6
b1b cells,778,773,-0.0114724074594539,0.242849534566255,0.0726551792222367,0.145644428783195,-0.101268712070986,0.243041161412748,0.0996336454965072,0.151945266756521,0.0897963045966384,0.017632952457496,4.0867842745808e-7,-0.0269784662724554,0.172341341258404,0.875632467031843,0.57594246,0.02283129,0.85052833,0.263124771015749,0.37613089,Immunology,B cells,-0.35731304968689725,0.00129451193967323,-0.3598502464662139,-0.3547758529075806,-9.931065527206652,0
b2b cells,778,773,-0.0843162202991734,0.212509530996086,0.11697594770832,0.197441081813375,-0.0355376698057337,0.212921963630771,-0.092617432323035,0.213694800404038,-0.0487785504793434,0.0209287509239191,0.0199309250769631,0.209593379864084,0.202337439729045,0.300471453479748,0.4995999,0.2694387,0.8478168,0.28600791629294,0.4645068,Immunology,B cells,-0.484960897120237,0.00129451193967323,-0.4874980938995536,-0.48242370034092036,-13.478876440852833,0
cd24+ cd4 t cells,110,105,-0.0588236397748764,0.197799658718436,1.28316836176327,1.19906218619867,-0.193668512822415,0.198800510608967,-0.20319446400155,1.13361042763862,0.134844873067289,0.0533333566965428,0.0123604860055006,1.4863628257432,0.87439009735655,0.0909601178437246,0.05545887,1.29900679,1.20402227,0.35554253,0.404491727938563,Immunology,cd4 t,-0.12921547338186987,0.009574857980575408,-0.14798185018088358,-0.11044909658285616,-1.3205302445878164,0.18807517512141847
cd24+ cd8 t cells,110,105,-0.0296130798153306,0.206373631286856,1.76302080512613,1.25640203519878,-0.175680658873418,0.207726312921139,-0.140910286201163,1.1630832460563,0.146067579001908,0.065760234979353,0.027641823445706,1.90393109159173,1.07547362856006,0.0784455797967373,0.1326543,1.1955845,1.1216475,0.4381928,0.499900519640623,Immunology,cd4 t,-0.1319791853232937,0.009574857980575408,-0.1507455621223074,-0.11321280852427999,-1.3487742707130246,0.17884171088327516
cd4 cd25- nkt cells,576,569,0.0784228251450916,0.0942954625230276,0.396731951974086,0.2405231910329,-0.183295703618147,0.0944108155125386,-0.0166103281340818,0.214461212109239,0.261718528856297,0.0250448923756102,3.24778863939835e-24,0.413342280253801,0.303561636726374,0.173648637367829,0.135920038,0.007276727,0.836958425,0.384842966979319,0.396625969,Immunology,cd4 nkt,-0.030169111784113807,0.0017559925751885496,-0.03361079398860311,-0.02672742957962451,-0.7199480944613237,0.47170414284665574
cd4 cd25- t cells,722,713,-0.189700373354173,0.13854946731813,-0.451617352838813,0.269608250284874,-0.199132307858206,0.139265751895351,-0.110835014997388,0.267927738283262,0.00943193376264065,0.0290620847570385,0.745586008920293,-0.340782340199106,0.294155226006839,0.246899743899374,0.3032204,0.2357646,0.8130079,0.44459292343797,0.5774149,Immunology,cd4 t,-0.2614108025804804,0.0013996356441849987,-0.2641540380345615,-0.25866756712639927,-6.9874068846972746,4.275690912436403e-12
cd4 cd25+ nkt cells,611,607,-0.0752617959099056,0.330296178274918,0.325460726212392,0.233341093685691,-0.14715320042914,0.330324514158977,0.0523097327402561,0.216844831316997,0.0718914045226255,0.0219303052915783,0.00108255079615934,0.273150993321,0.248590622063854,0.272133205224883,0.6494614,0.2297565,0.8297889,0.3523298,0.355082838786621,Immunology,cd4 nkt,-0.007788888327405051,0.0016501829905890553,-0.011023187556860197,-0.004554589097949905,-0.19173854352615582,0.8479790242775174
cd4 cd25+ t cells,722,713,-0.290645347940075,0.239155431300309,0.0393584891275441,0.149398685096601,-0.248030287815362,0.239357779833165,-0.239488666991395,0.155456564840231,-0.0426150601296827,0.0180746363729911,0.0185567543757859,0.278847156106985,0.182051861716781,0.125878408804004,0.56993267,0.01056758,0.73589501,0.25982519,0.369063605454211,Immunology,cd4 t,-0.35096875801512734,0.0013996356441849987,-0.35371199346920845,-0.3482255225610462,-9.381255448743536,0
cd4 cd44-cd62l- t cells,447,444,0.0592877113470902,0.53527016894922,-0.0209257345759705,0.226818410089333,0.0776954722909886,0.535456727488266,0.208841845220165,0.236863059731214,-0.0184077609595292,0.0260819684040034,0.480572352667657,-0.229767579827271,0.282044603807869,0.415554277654799,0.9179105,0.1214674,0.7797842,0.3129916,0.423777549179512,Immunology,cd4 t,-0.30303997699704294,0.0022599129741986885,-0.3074693250346672,-0.2986106289594187,-6.374616560249939,2.9429303438632815e-10
cd4 cd44-cd62l+ nkt cells,669,658,-0.527331810448896,0.337419286966432,0.211033351388422,0.299879613169723,-0.585893788403852,0.337439810188894,-0.579654056460473,0.286842463446417,0.0585619779587823,0.0223433572043836,0.00889632909573641,0.790687407977198,0.237593351062492,9.0598503726236e-4,0.8137931,0.4597673,0.7069836,0.3734595,0.378461717317361,Immunology,cd4 nkt,-0.01331796768053375,0.0015141095293767048,-0.01628556782676098,-0.010350367534306518,-0.3422624936785072,0.7322076399317476
cd4 cd44-cd62l+ t cells,612,608,-0.256495762024558,0.257835092820547,-0.141996142090541,0.250669956604394,-0.234115622565932,0.258109177579114,-0.244644179870882,0.257374519032395,-0.0223801393581771,0.0289141216248472,0.439109697496657,0.102648039444071,0.322950636417212,0.75067240924823,0.50466432,0.08788298,0.69824634,0.41616489,0.518118961263197,Immunology,cd4 t,-0.21912874714001532,0.0016474643433891083,-0.2223577179188719,-0.21589977636115873,-5.39872671323711,8.061706524564727e-8
cd4 cd44+cd62l- nkt cells,722,713,0.182473091193854,0.218436303656195,0.411326947563033,0.200319740065573,-0.0847824626256516,0.218542566366334,-0.0966070839650933,0.185324897293729,0.26725555308435,0.0207077440603156,1.1928938808997199e-35,0.507934024840425,0.212338835057582,0.0169151519385289,0.5140565,0.1624678,0.7946569,0.347424451002388,0.3834661,Immunology,cd4 nkt,-0.09871280142964453,0.0013996356441849987,-0.10145603688372565,-0.09596956597556341,-2.6385539599301806,0.008416254599953099
cd4 cd44+cd62l- t cells,722,713,-0.138742518049081,0.116198551121855,-0.114202979961039,0.244013455801132,-0.166994024929049,0.116742585391443,0.209330080505879,0.238659882166352,0.0282515068996947,0.0257250301434516,0.272346171476334,-0.323533060449608,0.261597954855447,0.216434115025718,0.2399487,0.2391368,0.8876298,0.4047588,0.499663639133031,Immunology,cd4 t,-0.21065263123216577,0.0013996356441849987,-0.21339586668624688,-0.20790939577808465,-5.630661132674781,2.15703759298691e-8
cd4 cd44+cd62l+ nkt cells,721,713,-0.278757134498181,0.336812306207622,0.0617587788648626,0.213741516643047,-0.331055568573387,0.336845606520729,-0.0327521878752783,0.201142177567918,0.0522984335920632,0.0171853336633339,0.00239483117141818,0.0945109593202827,0.176748659185286,0.592949011836614,0.8133592,0.3449469,0.7323005,0.295831999670491,0.3104507,Immunology,cd4 nkt,-0.04824123460660804,0.0014006041821962416,-0.05098636836030885,-0.045496100852907236,-1.2890231126606624,0.19759823661185738
cd4 cd44+cd62l+ t cells,675,670,-0.0591532297992521,0.406537947010568,-0.27989941678275,0.176954444449233,-0.043605958670713,0.406649253881082,-0.134006379143172,0.172307874626358,-0.0155472711367375,0.0200180798444081,0.437531964833704,-0.145893037670482,0.204894845507525,0.476597707284431,0.98765205,0.02758351,0.62272473,0.30517638,0.388676164844066,Immunology,cd4 t,-0.2418621888200981,0.001493672806453916,-0.24478973372543464,-0.23893464391476157,-6.258067478423926,5.231526323257185e-10
cd4 nkt cells,725,716,0.167241077653057,0.197848981093119,0.409736755447724,0.23407289695178,-0.0959639665691415,0.197995168061591,0.0224557674262404,0.219169855809176,0.263205046035436,0.0223423697708908,2.6310185326300198e-30,0.387280987438134,0.229434971545594,0.091690100522112,0.460742,0.2721283,0.7977972,0.375045445239635,0.415739,Immunology,cd4 nkt,-0.1030191950779055,0.0013937830477130301,-0.1057509596536855,-0.10028743050212549,-2.7594375085285066,0.00586349342951431
cd4 t cells,725,716,-0.161534978177826,0.10992444981043,-0.337961318476838,0.273892097115837,-0.160373006056566,0.110873932344907,-0.129950502959777,0.272909219422952,-0.00116197210285888,0.0299697208654722,0.969079351259007,-0.208010817062182,0.303832054515556,0.493720659022498,0.2233173,0.2146608,0.8215708,0.458616889838506,0.5978922,Immunology,cd4 t,-0.2652040127639086,0.0013937830477130301,-0.2679357773396886,-0.2624722481881286,-7.103665483695418,1.9042545318370685e-12
cd44+ t-regs,108,105,-0.0197578998201848,0.163581053218881,0.363772844903477,0.329001079333998,-0.00797982715967388,0.163871534945148,-0.0405272604573108,0.277530645435566,-0.011778072660207,0.0240710713692463,0.625257188389339,0.404300105358974,0.396884687422332,0.309800518756069,0.012970386,0.007384595,1.027569576,0.155591625,0.18447156715594001,Immunology,cd44+ t-regs,-0.17040061368304288,0.009663865546218488,-0.18934144210506862,-0.15145978526101714,-1.733387718008308,0.08448762898402773
cd62l+ t-regs,110,105,0.0025411059893046,0.162524676267519,-0.332074785003792,0.480728961480326,0.0611656954374007,0.162754760811251,-0.455934980484145,0.427439356723946,-0.0586245893167325,0.0283421526199161,0.0400932636507054,0.123860195561574,0.467309835142194,0.791288775864613,0.06664579,0.36852645,0.97263193,0.19181756,0.212423955555143,Immunology,cd62l+ t-regs,-0.10226841973529192,0.009574857980575408,-0.12103479653430563,-0.08350204293627822,-1.045142178348457,0.2971418989827739
cd8 cd25- nkt cells,610,606,-0.237240339273821,0.338249561684098,0.233645318511494,0.229463937103404,-0.188823299697855,0.338267210848948,0.239549358815974,0.220298184017726,-0.048417039585131,0.0207262575767622,0.0196965415461946,-0.00590404053534286,0.233537774277763,0.979836216806744,0.6654789,0.26329,0.8416537,0.320685855377456,0.3466441,Immunology,cd8 nkt,-0.07784206910028384,0.001652910625346633,-0.08108171439562681,-0.074602423804940865,-1.9146512762457562,0.05577181970287026
