parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr,SMD,v_SMD,lnRR,v_lnRR
mean corpuscular hemoglobin,Hematology,9654,9537,2.6779685295752023,0.0083360734679349,0.00111573854534401,6.203512394047121e-4,2.6571607440453344,0.00834434704434959,0.00232076204226009,7.445868275602403e-4,0.02080778523899377,8.112908125782206e-4,2.422856551960968e-142,-0.00120502389155275,7.253605092021981e-4,0.09667671279125378,0.02567778,0.037376966451098,0.10637548108860342,0.9303021422938486,Hematology,hemoglobin,-0.37542925369850066,1.0425198783027992e-4,-0.3756335838399647,-0.3752249235570366,-36.769348747925186,0,0.10677946669577232,5.211590577444236e-5,0.24892310976072834,2.1005315185861287e-4,0.01701440299110398,9.804319803969424e-7
mean platelet volume,Hematology,7512,7457,1.860989998203808,0.05023398280570581,0.00146419639113675,0.00159433513733281,1.8452386620115695,0.05023415788161633,0.00390252241422537,0.00166070559942346,0.01575133621292042,0.00132857874987095,2.936877332098399e-32,-0.00243832609417044,0.00127265158225455,0.0553942888905702,0.045049298,0.0453726000693074,0.02518799567186152,0.9828455193394796,Hematology,mean platelet volume,-0.0071514902209882,1.3366484143542549e-4,-0.00741346849620089,-0.00688951194577551,-0.6185687209797214,0.5362099264403006,0.02519332441685674,6.681812107443539e-5,0.051684860541961974,2.673117552197132e-4,0.011461521800697963,1.3140055773962393e-5
monocyte cell count,Hematology,4467,4431,-2.0625363584289795,0.08488468208683254,0.07620342587164866,0.02023037411923469,-1.9076883421438984,0.08487584048302059,0.09417270503469032,0.02024907395495219,-0.1548480162845429,0.01568543557442204,7.517970606405609e-23,-0.01796927916265139,0.01430627872719689,0.2091390930536444,0.4046603,0.40133404690219415,0.24092511070711087,0.7631789246035576,Hematology,monocytes,0.00825292389193109,2.2492496430340648e-4,0.00781207906267245,0.00869376872118972,0.5502866918807217,0.5821365670073602,0.2457559982802216,1.1242270938729624e-4,-0.2416804180518732,4.52828746798456e-4,-0.1895262402501535,2.8162277857497124e-4
monocyte differential count,Hematology,4720,4654,0.7552199127941666,0.06925511800017768,0.05866108694497007,0.01231533428923286,0.6842845767548758,0.0692486287137101,0.06980531075741664,0.01223742072547279,0.07093533603878048,0.01132724841243192,3.9866443631635895e-10,-0.01114422381224127,0.01029069909847135,0.2788669305132895,0.301087,0.2924414761331041,0.09961981614262536,0.776094775156349,Hematology,monocytes,0.02913319028738819,2.135033386333881e-4,0.02871473143308769,0.02955164914168869,1.9938189077819677,0.04620077838863667,0.0999513383607261,1.0671219720414045e-4,-0.0058371062272560255,4.267351540893937e-4,-0.003429940027389909,1.4736559720796038e-4
monocytes,Immunophenotyping,1009,1012,7.95604602943396,0.13773567428498365,-0.03399081105780981,0.02793190304290437,8.026517435301118,0.13764460355464989,0.10095847681656582,0.02888164963982375,-0.0704714058773117,0.03112109619843492,0.02367890339895484,-0.13494928785264013,0.02847488897517692,2.331930592726943e-6,0.3588980419372602,0.42706304,0.10572763185420088,0.8496586271130353,Hematology,monocytes,-0.17389181683301294,9.92558031395374e-4,-0.17583719482711385,-0.17194643883891203,-5.519518471873448,3.837187856348123e-8,0.10612424823957556,4.955401387512388e-4,-0.1512206151821263,0.001984880084702161,-0.11087605869424697,0.001058491152547964
neutrophil cell count,Hematology,4466,4428,-0.48185587206783015,0.08939210188672224,0.00265864518143579,0.0182264948972503,-0.21561825072232185,0.08953170635680192,0.04874074518816362,0.01918603309726609,-0.26623762134640117,0.0139615054818462,3.001756176089758e-79,-0.04608210000374437,0.0127771923404278,3.1221433692796453e-4,0.31567138,0.39809267193252507,0.2567780777733327,0.8019628982509464,Hematology,neutrophils,-0.2319840485483361,2.2502661557489008e-4,-0.23242509261042585,-0.23154300448624637,-15.464688593431532,0,0.26265597987848655,1.1247328759419636e-4,-0.38408126209056576,4.5804275104363264e-4,-0.30673784369990725,2.762517005657695e-4
neutrophil differential count,Hematology,4655,4610,2.2834608545721524,0.06379933460611917,-0.01292618534491181,0.01590270708590511,2.3268470172200715,0.06393894513892112,0.03363961132481801,0.01662386410491634,-0.04338616264814073,0.01067187062764803,4.839787451428406e-5,-0.0465657966684488,0.00977644332224566,1.940535126305997e-6,0.23482893,0.31200594376480745,0.07308311404454323,0.8078653877838081,Hematology,neutrophils,-0.28416599639216855,2.1601115055204975e-4,-0.28458937046750965,-0.28374262231682745,-19.334547992646012,0,0.07321364837454174,1.0796804145972792e-4,-0.2047330347801517,4.3400455168341725e-4,-0.11522802397270465,1.3168939388660892e-4
platelet count,Hematology,9637,9528,6.900453374026422,0.03676644723444421,0.01011069396503958,0.00474267637139947,7.084548431803866,0.03678317957720115,-0.00519716620520223,0.00489524141331408,-0.18409505778047464,0.00436044034874842,0,0.01530786015908593,0.00400876503324341,1.346952791444705e-4,0.1638227,0.1771764914476666,0.2880756474887782,0.8519962943046827,Hematology,platelet count,-0.07836221105614373,1.0439296084460276e-4,-0.07856681749963865,-0.07815760461264881,-7.669571027243068,1.8207657603852567e-14,0.2964664890837694,5.2186619350798456e-5,-0.8702069828074278,2.2847688437506659e-4,-0.1845428001086301,9.17718442769904e-6
red blood cell count,Hematology,9689,9572,2.3133983762810617,0.01106769707769245,-0.00105167298741944,0.00263147134495716,2.3353802963585184,0.01107800507167581,-0.00288496025587862,0.00268993120380326,-0.02198192007151161,0.00141743881183563,7.186925056380393e-54,0.00183328727825126,0.00131420073948261,0.1630394224124347,0.0503148293,0.05950213741144276,0.08688563791265504,0.8739073814890602,Hematology,red blood cell count,-0.1677130152024932,1.0387296009528323e-4,-0.16791660246324752,-0.1675094279417389,-16.45566785617717,0,0.08710527012213756,5.1926472115484474e-5,-0.2887604469541182,2.098457452430775e-4,-0.021544974045644014,1.155434577467504e-6
red blood cell distribution width,Hematology,7553,7496,2.6256197030099857,0.0394497149306463,-0.00507079225146927,0.00237175291320192,2.6449207596403372,0.03945265877410895,0.00377716501003393,0.00245423694320735,-0.01930105662875303,0.00110624883720173,2.0649340616383983e-67,-0.0088479572648518,0.00106199460206847,8.770810947234113e-17,0.032793609,0.04294439727751854,0.05237969936630011,0.9791210932555642,Hematology,red blood cell distribution width,-0.2696730473039608,1.3295411258012997e-4,-0.26993363257621433,-0.26941246203170727,-23.387653714011723,0,0.05242768193462497,6.646284726837697e-5,-0.0844632341379531,2.6603923212569034e-4,-0.014556440006616865,7.894327134551423e-6
white blood cell count,Hematology,9368,9229,1.7920072893931662,0.04638965862788455,0.00858346384915116,0.00965376630376736,2.0436527756833565,0.04638494388250013,6.567993425329363e-4,0.00963104715776655,-0.2516454863999749,0.00642575720825122,1.17e-305,0.00792666462353527,0.00599697617587753,0.1862610285299597,0.25821478,0.2455713858350569,0.31467623764116753,0.7889187431881879,Hematology,white blood cell count,0.05020323253844684,1.0758495021324284e-4,0.04999236991075035,0.05041409516614333,4.8401176718629975,1.308034667690805e-6,0.32572716740061236,5.378078950198989e-5,-0.6356204406615182,2.259627975933698e-4,-0.22709814118270955,2.8187673242258955e-5
b cell total,FACS,293,288,11.919502650149935,0.06058208276138166,0.01583664353131168,0.03112722254378451,11.781304802953487,0.07243190428545425,0.07455280041146274,0.05214540348430285,0.13819784719666484,0.06242832074332019,0.02731078231380985,-0.05871615688002396,0.05949779835106831,0.32419899773785277,0.2884615,0.526126304291116,0.07923061474973168,0.7545950510763598,Immunology,B cells,-0.6010099260037388,0.0034785238959467602,-0.6078277075591564,-0.5941921444483212,-10.19023381733918,0,0.07939703181532515,0.00173010380622837,0.22967457053000792,0.0069305877261080905,0.10929821133441454,0.0015625705190143934
b cells,Immunophenotyping,751,754,12.200722408940122,0.18186360710265073,0.01680793024174995,0.01670562522062151,12.21726773819748,0.1818417836564187,-0.00216956074756451,0.01588552615910635,-0.01654532922914398,0.02230890104263794,0.4584478331741777,0.01897749098861662,0.01897049271104368,0.3173357244806798,0.2281913528974828,0.2651172,0.02553632229840593,0.914016583757956,Immunology,B cells,-0.14998477806976238,0.00133422815924578,-0.15259981720904328,-0.14736973893048147,-4.10612469261818,4.2399725973751856e-5,0.02554187524846056,6.657789613848203e-4,-0.04035808936620042,0.0026583589911070467,-0.023296470294687052,8.841100271561481e-4
b1 total,FACS,293,288,9.074512899994524,0.08032976849508508,0.03995072570407195,0.03481064042295168,8.773564443193512,0.08388465415075572,0.03116931151360643,0.04394732143136855,0.3009484568010175,0.05800994223819693,3.124172766810322e-7,0.00878141419044404,0.05450169655172402,0.8720641108903883,0.328759,0.425616537825926,0.15932929978700394,0.8777271713538549,Immunology,B cells,-0.2582440834369686,0.0034785238959467602,-0.2650618649923862,-0.25142630188155096,-4.378575924136713,1.4177364398015868e-5,0.16069845058363358,0.00173010380622837,0.15047682843490562,0.006904677973567372,0.11683125135578902,0.004011853765979039
b1b cells,Immunophenotyping,742,745,8.689964288336778,0.28177409481363974,0.00426480909137557,0.02477130303268788,8.586674398824826,0.28188380591555007,0.00999327223735331,0.02633010238067076,0.10328988952397586,0.03009733384631189,6.203329401338944e-4,-0.00572846314587101,0.0268997876118561,0.8313985180903884,0.27130685986263725,0.38021374,0.04502920142165925,0.9499812822863136,Immunology,B cells,-0.3374803282360454,0.00135044443390755,-0.3401271506896268,-0.334833505782464,-9.183539604306675,0,0.04505967267215255,6.738544474393531e-4,0.07404867093428782,0.0026918344881510558,0.074882335993771,0.002753956224410635
b2 immature + mzb,FACS,268,283,9.233157405892266,0.0768382837179195,0.0474127357472191,0.03075626646645017,9.09736979972092,0.08464272493584539,0.05300833273499432,0.05066098047915329,0.13578760617134883,0.06038402672572986,0.02499885866547246,-0.00559559698775696,0.05795536435783388,0.9231254524063844,0.2729488,0.5045629958753182,0.0578831667587481,0.8436473060063933,Immunology,B cells,-0.6143073899618757,0.00367250673854447,-0.6215053709024035,-0.6071094090213479,-10.136883122401274,0,0.05794794212257125,0.00182481751824817,0.18411348609884795,0.007295672420265993,0.10192712424222289,0.0022176251949395575
b2 mature,FACS,268,282,11.733082979367596,0.0680872690015995,0.02312612539391122,0.03936636057090118,11.5948551210542,0.07898643538496795,0.0843585094576017,0.05986562885713276,0.1382278583132774,0.07284780621358475,0.05838672315157893,-0.06123238406377873,0.07006988605158335,0.382639853670277,0.3576649,0.5970362085421583,0.07260914568977506,0.7137416512584832,Immunology,B cells,-0.5122865700921023,0.00367890714817069,-0.5194970956049838,-0.5050760445792208,-8.446048234693837,2.220446049250313e-16,0.07273715145180225,0.00182815356489945,0.13984061390451274,0.007295220208268769,0.06997096612700392,0.001818653633582482
b2 total,FACS,293,288,11.845051200498007,0.06309884638062722,0.01827960181711068,0.03359933365481886,11.71633525778223,0.07636126607724007,0.08120733344232976,0.05634084166884357,0.1287159427158397,0.06739552845566828,0.05673736697753767,-0.06292773162520418,0.06428618341470448,0.32812987949940053,0.3118801,0.569376900655203,0.0710051476125816,0.7375941203718104,Immunology,B cells,-0.601954035108096,0.0034785238959467602,-0.6087718166635135,-0.5951362535526784,-10.20624136081928,0,0.0711248395120245,0.00173010380622837,0.21818652075652223,0.006926159971798016,0.10610836417809112,0.0016302119870589818
cd24+ cd4 t cells,Immunophenotyping,74,77,7.186629568197721,0.2029629019768088,0.04913900916507505,0.09402383911227452,7.08206738515795,0.19968450806200547,-0.11134004007093878,0.08498947059360175,0.10456218303956216,0.0887163299877842,0.2408842677691245,0.16047904923585876,0.083911411915599,0.05819791911475003,0.28261773,0.31010403671605746,0.09489420377729596,0.9554532212097316,Immunology,cd4 t,-0.09252713958689508,0.01379901027788351,-0.1195727027538448,-0.06548157641994534,-0.7876715644702432,0.4321400714541283,0.09518059062843612,0.00675675675675675,0.27163396362053827,0.026744847726328503,0.15438325861670169,0.008321122979994738
cd24+ cd8 t cells,Immunophenotyping,74,77,7.362102893699595,0.17121544993049884,0.05517525356973767,0.0979921805903132,7.25676948775242,0.16695337637000157,-0.0651071322766797,0.08847109004219533,0.10533340594709038,0.09199061370893956,0.25446905639228273,0.1202823858463435,0.0871579319142989,0.1701366855199921,0.29597591,0.3209977044049007,0.08355427964460896,0.9252060003342698,Immunology,cd4 t,-0.08087040907649698,0.01379901027788351,-0.1079159722434467,-0.05382484590954724,-0.6884393262455817,0.49224664273377106,0.08374953785090809,0.00675675675675675,0.23126421402469372,0.02667762297962736,0.13698521461231541,0.008992570370988374
cd4 cd25- nkt cells,Immunophenotyping,546,539,7.272676559128736,0.3180728485525763,0.03733860568867372,0.04163813534066592,6.987781015856883,0.31799424829088496,-0.0090359005226065409,0.03828799757539137,0.2848955432717239,0.0400531319311579,2.375861185988105e-12,0.04637450620360037,0.03969726324062011,0.2430452015017706,0.35554522,0.3727937362587748,0.1409976471144744,0.9225608630283848,Immunology,cd4 nkt,-0.04738486401803991,0.00185364613397102,-0.05101794368070504,-0.04375178435537479,-1.1005916758852816,0.2713189721671232,0.14194331332762805,9.242144177449168e-4,0.3916930298487851,0.00375749144238024,0.3409869843559878,0.0026801366190148594
cd4 cd25- t cells,Immunophenotyping,686,685,10.491159123985838,0.15775946300527624,-0.03688074950751516,0.02025700393275697,10.51624630107709,0.15768813670053755,-0.01209536880875228,0.02019802633264772,-0.02508717714451922,0.02789144167790131,0.3686096890313789,-0.02478538069691697,0.02456225573704735,0.31316076221640166,0.2641841624,0.33323825648796307,0.03358666851726953,0.857916249977748,Immunology,cd4 t,-0.23221234770460808,0.00146520225158113,-0.23508409134777408,-0.22934060406144208,-6.066476513942653,1.6890981946460215e-9,0.03359930637942577,7.309941520467836e-4,0.059327714871053296,0.0029188636155674597,0.03203088278019392,8.490278960326674e-4
cd4 cd25+ nkt cells,Immunophenotyping,612,608,3.996373555127157,0.4216493487681712,0.04327226579274559,0.03744843027927166,3.8676080002219746,0.42145229306887294,-3.2608259239120336e-4,0.03404831248157776,0.1287655549239924,0.04286507056771225,0.00273429813126385,0.04359834838566184,0.04085031641084098,0.286119305679279,0.42144658,0.4117175927226231,0.03996362301303573,0.9488729822138884,Immunology,cd4 nkt,0.0233499435889498,0.0016474643433891,0.02012097281009322,0.02657891436780638,0.575278076708462,0.5652095005530584,0.03998491860643547,8.216926869350862e-4,0.08803037213016725,0.003281899731856304,0.11476700358752365,0.005551353974529232
cd4 cd25+ t cells,Immunophenotyping,686,685,8.136383862269968,0.32759284153344875,0.00666158023456473,0.03069383139211217,8.197767015516664,0.3275679794752136,-0.04986570746834802,0.0330466849491722,-0.06138315327603164,0.03392577501072058,0.07067714801260784,0.05652728770083365,0.03137435190821454,0.07187133691348886,0.29311306,0.4131594269543616,0.02625551764027403,0.9452919073724664,Immunology,cd4 t,-0.3432762086679044,0.00146520225158113,-0.34614795231107043,-0.3404044650247384,-8.967985889915681,0,0.02626155323653495,7.309941520467836e-4,-0.0205152066095526,0.002917733453623773,-0.01944509280684847,0.002618634705983322
cd4 cd44-cd62l- t cells,Immunophenotyping,447,444,7.671768446487791,0.5717066773514611,-0.01099769524283792,0.04269979868155076,7.662862795908129,0.5719739171445865,0.02503487140388536,0.04473091860588036,0.00890565059502641,0.05210438524673792,0.8643373903796862,-0.03603256666345005,0.05002893790333815,0.4716252458311426,0.3907268159562117,0.5231237,0.01220611690887245,0.9465219705998336,Immunology,cd4 t,-0.291816981521329,0.00225991297419868,-0.29624632955895325,-0.2873876334837048,-6.138534530664139,1.2535745774755471e-9,0.01220672315663196,0.00112612612612612,-0.015980433148290438,0.0044895320252329824,-0.01874221023008685,0.006165359739545802
cd4 cd44-cd62l+ nkt cells,Immunophenotyping,686,685,2.760884360610779,0.5321785333113911,0.04616376715445875,0.07830623189258122,2.6312706712402556,0.5318860497617673,-0.05482944465058705,0.07881635075054155,0.12961369228170408,0.04653109887303713,0.00543771501375442,0.10099321150904066,0.04482619553723667,0.0244598446659511,0.45042965,0.5100076824518754,0.0483451464368392,0.9516502393727192,Immunology,cd4 nkt,-0.12422495761252889,0.00146520225158113,-0.1270967012556949,-0.12135321396936286,-3.245338997909684,0.00120146586188241,0.04838286429384042,7.309941520467836e-4,0.12577192967308579,0.0029233489549335685,0.15767973341555677,0.004483127574966004
cd4 cd44+cd62l- nkt cells,Immunophenotyping,686,685,6.985893178204112,0.2947942614047141,0.04023890998411646,0.03786309887199855,6.670490028935573,0.29442565234909046,-0.04163047384548204,0.03690001815701271,0.31540314928174545,0.03907770459513663,1.846482062611616e-15,0.08186938383227856,0.03621649767010149,0.02398561987937531,0.39186833,0.41752544822456866,0.1471127352639997,0.9294685991603192,Immunology,cd4 nkt,-0.06342067916416756,0.00146520225158113,-0.06629242280733358,-0.06054893552100155,-1.656845832923293,0.09777978809312993,0.14818801193566522,7.309941520467836e-4,0.4115210492619233,0.0029793412947191054,0.3657265769992659,0.002201960030303934
cd4 cd44+cd62l- t cells,Immunophenotyping,686,685,9.241388898480276,0.19222858480292432,-0.02883205257449286,0.02169070947615043,9.242174732778436,0.192105579758463,-0.00407648674024824,0.02136320407178398,-7.858343062112628e-4,0.02877376949885148,0.9782169076810348,-0.02475556584515121,0.02547408140896255,0.33137091284236364,0.275720759,0.3347470863919646,0.02631259128285712,0.8922578621378181,Immunology,cd4 t,-0.19398774330247912,0.00146520225158113,-0.19685948694564517,-0.1911159996593131,-5.067870422783175,4.57283577448564e-7,0.02631866633580497,7.309941520467836e-4,0.07415432723207842,0.00291958538307126,0.04803159548854989,0.0012217466148008228
cd4 cd44+cd62l+ nkt cells,Immunophenotyping,686,685,4.95621983234148,0.5106608165838986,0.02254853526738094,0.03290723688765969,4.8806872589061365,0.5103895450718182,-0.01041452747633291,0.02985845259158768,0.0755325729452916,0.0361306277899542,0.03680296890424674,0.03296306278397056,0.03324539582502749,0.32166027791175256,0.38909301,0.3579998774001407,0.02535078018095577,0.963239704751549,Immunology,cd4 nkt,0.08328469794442772,0.00146520225158113,0.0804129543012617,0.08615644158759374,2.17578724406761,0.02974173343739017,0.02535621293746783,7.309941520467836e-4,0.1025261918581397,0.002921413521572241,0.12288309773073831,0.0041855141628133075
cd4 cd44+cd62l+ t cells,Immunophenotyping,591,594,9.20421738351771,0.5476361871852057,-0.0456146923010344,0.0313632630280363,9.26079853210167,0.547420480940904,-0.03311450797672048,0.03246369196227809,-0.05658114594553441,0.03724534987917983,0.12906694341934724,-0.01250018431264039,0.03398713551940212,0.7131126518254776,0.3272538816,0.41124344511908345,0.02354350765272672,0.959286861899896,Immunology,cd4 t,-0.22844478059719409,0.0016963638247177,-0.2317695925983174,-0.2251199685960708,-5.546534755634122,3.5921632335345066e-8,0.02354785912996977,8.460236886632825e-4,0.03465002215333414,0.0033760556532481754,0.023907836850534575,0.0016039821308207877
cd4 effector,FACS,300,298,9.496092982271158,0.04054012615166773,0.08478973406288465,0.03233309395976481,9.196989510816778,0.05353898691730471,0.07129073363752614,0.04839472397269557,0.29910347145443583,0.05918967836200213,6.084034597375102e-7,0.01349900042537095,0.05728604242338769,0.813806161362762,0.3184624,0.50955188173071575,0.21497747099293163,0.5258579853323625,Immunology,cd4 t,-0.4700386750969804,0.00337841693773897,-0.4766602506197089,-0.4634170995742519,-8.086804993019266,3.552713678800501e-15,0.2183841982337184,0.00168067226890756,0.4446303073658251,0.006854335782346857,0.14728875278533185,7.429856443556585e-4
cd4 nkt cells,Immunophenotyping,689,688,7.2734872685791725,0.2481184740812918,0.02809198747332689,0.03494295159891077,7.006633097455507,0.24778036847626972,-0.0261852070180039,0.03431074964017498,0.2668541671066059,0.03539389111302947,9.945330823065409e-14,0.05427718807489401,0.0329428833487414,0.09972178016419442,0.35553,0.38260709589921743,0.1475332032863145,0.9140390923815942,Immunology,cd4 nkt,-0.07340003352097844,0.0014587899810602,-0.07625920934486431,-0.07054085769709258,-1.9217631978038745,0.05484204054320507,0.14861780828955592,7.27802037845706e-4,0.37853620546242384,0.0029568968329594545,0.31650266571088786,0.001959035614648632
cd4 resting/naive,FACS,300,298,10.127442893266762,0.05677843463889927,0.02342139614939349,0.04234626249002182,9.988442346081612,0.06458933524551988,0.03954971387170319,0.05358872765447359,0.13900054727804048,0.06986930391249972,0.04719307155293888,-0.01612831766103501,0.06688149015796355,0.8095387135391482,0.4159304,0.54794441773321,0.08692204635805946,0.5941274258588101,Immunology,cd4 t,-0.2756673293090304,0.00337841693773897,-0.28228890483175884,-0.2690457537863019,-4.742732998744414,2.6412410734089065e-6,0.08714195562666677,0.00168067226890756,0.339611414678507,0.006785472741169356,0.108528239089074,6.905882453858221e-4
cd4 t cells,Immunophenotyping,689,688,10.660265603797118,0.14962416393371095,-0.0282135080564629,0.0199172223942183,10.688977305756154,0.14956088390683964,-0.01589521613502531,0.01993607734475829,-0.02871170196694207,0.0274906203246005,0.29652504612851915,-0.01231829192102546,0.02424582226489466,0.611515899167147,0.2616241,0.3308123683285471,0.02856361813908206,0.8437951892773572,Immunology,cd4 t,-0.23464367490522273,0.0014587899810602,-0.2375028507291086,-0.2317844990813369,-6.143451949533968,1.055368681335267e-9,0.02857139010830124,7.27802037845706e-4,0.043928565157618116,0.0029055678787077905,0.023453068231226996,8.26972963805323e-4
cd4 t cells total,FACS,300,298,10.866094081008118,0.04054264653873923,0.04354679630123989,0.02917983511856317,10.696849379834832,0.04745507887549308,0.05353504420437593,0.0391536753528744,0.1692447011891121,0.04995024937481035,7.584275943598687e-4,-0.00998824788918772,0.04782838000326115,0.834661288973539,0.284159,0.4017521540200637,0.13426868386003435,0.615813009406719,Immunology,cd4 t,-0.3463128391137045,0.00337841693773897,-0.35293441463643294,-0.339691263590976,-5.958157370589896,4.364856254213123e-9,0.13508439446026996,0.00168067226890756,0.2871050904598384,0.006757958878283081,0.08389164153704505,5.734379350925644e-4
cd44+ t-regs,Immunophenotyping,74,77,6.414289936146716,0.34640847372911654,0.07882462028093838,0.09723358989200732,6.44323989900805,0.3446804361722147,-0.01182075067594606,0.08910124101659542,-0.02894996286136609,0.09379898235020467,0.7581318132213848,0.09064537095682389,0.08842551879118378,0.30737602986259854,0.28922689,0.3366368575949083,0.02890924712944803,0.984495758558664,Immunology,cd44+ t-regs,-0.15150781208705089,0.01379901027788351,-0.1785533752540006,-0.12446224892010116,-1.2897663962041823,0.1991300855452565,0.02891730475240269,0.00675675675675675,-0.058014384585662875,0.026511671099264427,-0.04408774133611519,0.01510666940107009
cd62l+ t-regs,Immunophenotyping,74,77,6.4180336136666165,0.28124955364577053,-0.09022632804331648,0.09863110437370202,6.649783352431643,0.27843200895416303,-0.11946618573595934,0.08855450542142823,-0.2317497387650576,0.09240340962885447,0.01347638691850253,0.02923985769261184,0.08739904211070706,0.7385442181965585,0.29650117,0.31828774256165027,0.05687619476803095,0.9768146167435192,Immunology,cd62l+ t-regs,-0.07061916324078955,0.01379901027788351,-0.0976647264077393,-0.04357360007383982,-0.601171797159182,0.5486390523403606,0.0569376437108152,0.00675675675675675,-0.102603581964534,0.026535385755599192,-0.0730811550807154,0.013231923494137697
cd8 cd25- nkt cells,Immunophenotyping,610,606,6.053620199135066,0.35539746809030925,0.00448233632067392,0.03838277133318801,6.062524757289476,0.35526955076989003,0.01710379830847845,0.0370775006091021,-0.00890455889221905,0.03351814071469727,0.790555611760259,-0.01262146180886755,0.03237675687825769,0.6967487537270269,0.316620392,0.33301370824221177,0.01403535593387725,0.9542403696458802,Immunology,cd8 nkt,-0.05048556447098081,0.00165291062534663,-0.05372520976632379,-0.04724591917563783,-1.2417739091932534,0.2145598431667135,0.01403627765676751,8.244023083264633e-4,-0.021560484561396063,0.0032897004196250717,-0.017236673228719974,0.0020981884161351766
cd8 cd25- t cells,Immunophenotyping,612,608,10.389971697064974,0.1994955916303293,-0.00505724518346549,0.02170085949689197,10.402179705538346,0.19963281213069395,-0.01476007537631338,0.02279660050372126,-0.0122080084762859,0.03070696277972512,0.691039832738627,0.00970283014250488,0.02885012416306555,0.7367045920989671,0.2721457,0.34747540410713307,0.01293538992468751,0.8662365483067325,Immunology,cd8 t,-0.24436172652547977,0.0016474643433891,-0.24759069730433633,-0.24113275574662316,-6.0203975877382305,2.2995871873376927e-9,0.01293611146553639,8.216926869350862e-4,0.04830084206918183,0.0032796799060068023,0.02564400808603213,9.227740517667563e-4
cd8 cd25+ nkt cells,Immunophenotyping,610,606,2.1729061507784295,0.304619712053837,0.04074698115355543,0.04357638780671697,2.250435141667994,0.3039231088631638,0.00145017331766462,0.03800937917635467,-0.07752899072008522,0.0557825515537974,0.164901451903709,0.0392968078982989,0.05229538907867712,0.452574066053145,0.5628468101,0.5328868246346,0.04616712654619415,0.8974238152334976,Immunology,cd8 nkt,0.05469296611164635,0.00165291062534663,0.05145332081630337,0.05793261140698932,1.3452617405688634,0.1787919497144077,0.04619996881601491,8.244023083264633e-4,-0.0017981688570940344,0.0032895106083243794,-0.004336044001778067,0.019089762203346274
cd8 cd44-cd62l- t cells,Immunophenotyping,559,558,7.5011501472467,0.4656408387197843,-0.05744852186508628,0.03537327122142667,7.500853957103575,0.4654813818050356,-0.02510224891855111,0.03422148173833215,2.961901160237717e-4,0.04743894956844753,0.99501978349237,-0.03234627294605081,0.04201485133496311,0.4415812885644165,0.4137371002,0.5057116604870678,0.03154094334219609,0.9423880364830264,Immunology,cd8 t,-0.20073753781624165,0.00180018147644046,-0.20426582867570112,-0.1972092469567822,-4.73119064706356,2.518250145078227e-6,0.03155140889363979,8.976660682226212e-4,0.028717367718031565,0.0035813926137278546,0.03534735567966759,0.00541854162219065
cd8 cd44-cd62l+ t cells,Immunophenotyping,686,685,9.579601925577276,0.27374326456930737,-0.01157850795707258,0.02293958157596357,9.585477049645869,0.2736436382351507,-0.03366112163838276,0.02270650594893567,-0.00587512477863049,0.03122545862455404,0.8507931035366451,0.02208261365555577,0.02734673694548717,0.41955400904488704,0.28890206,0.36557898556090945,0.02464589766831241,0.9395191742273976,Immunology,cd8 t,-0.23539569407531435,0.00146520225158113,-0.23826743771848036,-0.23252395043214835,-6.149640463597044,1.017240736089775e-9,0.02465088962705635,7.309941520467836e-4,0.09996658407029846,0.0029212244982001596,0.058603361380668365,9.98614607011147e-4
cd8 cd44+cd62l- t cells,Immunophenotyping,686,685,7.401475775454534,0.24257250575174424,-0.00934229440761453,0.02887693001629736,7.423050680787924,0.24238938183360384,0.00316055980575053,0.02901456249670283,-0.02157490537287481,0.03414380870846051,0.5275970585894074,-0.01250285421740852,0.03113369615029304,0.6880683857949834,0.3288251541,0.3896972454807556,0.01074046647997914,0.9028876919922108,Immunology,cd8 t,-0.16984505442784326,0.00146520225158113,-0.17271679807100926,-0.16697331078467725,-4.43715006493333,9.846661305656925e-6,0.01074087950678467,7.309941520467836e-4,-0.015540165752432729,0.0029176680353339775,-0.014619944120304913,0.002578765818394997
cd8 cd44+cd62l+ nkt cells,Immunophenotyping,684,683,5.599667267924684,0.36906669519371943,0.00699588431164742,0.04089291556790793,5.670433544598894,0.3688090208368967,-0.00873573990654635,0.04030722493518957,-0.07076627481920106,0.03438506850841139,0.03982575511893255,0.01573162414535274,0.03252680272807634,0.6287319972859959,0.34756109,0.3595268318421193,0.02979616962593004,0.9556697465679616,Immunology,cd8 nkt,-0.03384944254439553,0.00146950850824911,-0.03672962629553898,-0.03096925879325209,-0.8830096877330985,0.377386518389168,0.02980499212228166,7.331378299120235e-4,-0.058809917197900914,0.0029273821826771443,-0.05178171363593401,0.0022557616433438333
